POW_SA2_CODE_2021,AgFF_AgFF_nfd_M,AgFF_AgFF_nfd_F,AgFF_AgFF_nfd_P,AgFF_Agriculture_M,AgFF_Agriculture_F,AgFF_Agriculture_P,AgFF_Aquaculture_M,AgFF_Aquaculture_F,AgFF_Aquaculture_P,AgFF_Forestry_logging_M,AgFF_Forestry_logging_F,AgFF_Forestry_logging_P,AgFF_Fishing_hunt_trap_M,AgFF_Fishing_hunt_trap_F,AgFF_Fishing_hunt_trap_P,AgFF_AgFF_support_Svs_M,AgFF_AgFF_support_Svs_F,AgFF_AgFF_support_Svs_P,AgFF_Tot_M,AgFF_Tot_F,AgFF_Tot_P,Min_Min_nfd_M,Min_Min_nfd_F,Min_Min_nfd_P,Min_Coal_min_M,Min_Coal_min_F,Min_Coal_min_P,Min_Oil_gas_extrac_M,Min_Oil_gas_extrac_F,Min_Oil_gas_extrac_P,Min_Metal_ore_min_M,Min_Metal_ore_min_F,Min_Metal_ore_min_P,Min_NonMet_minral_min_quar_M,Min_NonMet_minral_min_quar_F,Min_NonMet_minral_min_quar_P,Min_Expl_oth_min_supt_Svs_M,Min_Expl_oth_min_supt_Svs_F,Min_Expl_oth_min_supt_Svs_P,Min_Tot_M,Min_Tot_F,Min_Tot_P,Mnf_Mnf_nfd_M,Mnf_Mnf_nfd_F,Mnf_Mnf_nfd_P,Mnf_Food_pdt_mnf_M,Mnf_Food_pdt_mnf_F,Mnf_Food_pdt_mnf_P,Mnf_Beverag_tobac_pdt_mnf_M,Mnf_Beverag_tobac_pdt_mnf_F,Mnf_Beverag_tobac_pdt_mnf_P,Mnf_Tex_leath_clo_footw_mnf_M,Mnf_Tex_leath_clo_footw_mnf_F,Mnf_Tex_leath_clo_footw_mnf_P,Mnf_Wood_pdt_mnf_M,Mnf_Wood_pdt_mnf_F,Mnf_Wood_pdt_mnf_P,Mnf_Pul_pap_cvertd_pap_mnf_M,Mnf_Pul_pap_cvertd_pap_mnf_F,Mnf_Pul_pap_cvertd_pap_mnf_P,Mnf_Print_inc_repdtn_RM_mnf_M,Mnf_Print_inc_repdtn_RM_mnf_F,Mnf_Print_inc_repdtn_RM_mnf_P,Mnf_Petroleum_coal_pdt_mnf_M,Mnf_Petroleum_coal_pdt_mnf_F,Mnf_Petroleum_coal_pdt_mnf_P,Mnf_Bas_che_and_chem_pr_mnf_M,Mnf_Bas_che_and_chem_pr_mnf_F,Mnf_Bas_che_and_chem_pr_mnf_P,Mnf_Polym_pd_rubber_pd_mnf_M,Mnf_Polym_pd_rubber_pd_mnf_F,Mnf_Polym_pd_rubber_pd_mnf_P,Mnf_NonMet_mineral_pdt_mnf_M,Mnf_NonMet_mineral_pdt_mnf_F,Mnf_NonMet_mineral_pdt_mnf_P,Mnf_Pri_met_and_met_pr_mnf_M,Mnf_Pri_met_and_met_pr_mnf_F,Mnf_Pri_met_and_met_pr_mnf_P,Mnf_Fab_metal_pdt_mnf_M,Mnf_Fab_metal_pdt_mnf_F,Mnf_Fab_metal_pdt_mnf_P,Mnf_Transpt_equip_mnf_M,Mnf_Transpt_equip_mnf_F,Mnf_Transpt_equip_mnf_P,Mnf_Machin_and_equip_mnf_M,Mnf_Machin_and_equip_mnf_F,Mnf_Machin_and_equip_mnf_P,Mnf_Furnitur_and_oth_mnf_M,Mnf_Furnitur_and_oth_mnf_F,Mnf_Furnitur_and_oth_mnf_P,Mnf_Tot_M,Mnf_Tot_F,Mnf_Tot_P,EGWWS_EGWWS_nfd_M,EGWWS_EGWWS_nfd_F,EGWWS_EGWWS_nfd_P,EGWWS_ElecSup_M,EGWWS_ElecSup_F,EGWWS_ElecSup_P,EGWWS_GasSup_M,EGWWS_GasSup_F,EGWWS_GasSup_P,EGWWS_WatSup_SDS_M,EGWWS_WatSup_SDS_F,EGWWS_WatSup_SDS_P,EGWWS_WasteCTDS_M,EGWWS_WasteCTDS_F,EGWWS_WasteCTDS_P,EGWWS_Tot_M,EGWWS_Tot_F,EGWWS_Tot_P,Const_Const_nfd_M,Const_Const_nfd_F,Const_Const_nfd_P,Const_Blding_Const_M,Const_Blding_Const_F,Const_Blding_Const_P,Const_HeavyCivl_eng_Const_M,Const_HeavyCivl_eng_Const_F,Const_HeavyCivl_eng_Const_P,Const_Const_Svs_M,Const_Const_Svs_F,Const_Const_Svs_P,Const_Tot_M,Const_Tot_F,Const_Tot_P,WST_WST_nfd_M,WST_WST_nfd_F,WST_WST_nfd_P,WST_Basic_matl_W_M,WST_Basic_matl_W_F,WST_Basic_matl_W_P,WST_Machin_and_equip_W_M,WST_Machin_and_equip_W_F,WST_Machin_and_equip_W_P,WST_MotV_and_motV_partsW_M,WST_MotV_and_motV_partsW_F,WST_MotV_and_motV_partsW_P,WST_GrocLiq_and_tob_pdtW_M,WST_GrocLiq_and_tob_pdtW_F,WST_GrocLiq_and_tob_pdtW_P,WST_Oth_gds_W_M,WST_Oth_gds_W_F,WST_Oth_gds_W_P,WST_Comm_based_W_M,WST_Comm_based_W_F,WST_Comm_based_W_P,WST_Tot_M,WST_Tot_F,WST_Tot_P,RetT_RetT_nfd_M,RetT_RetT_nfd_F,RetT_RetT_nfd_P,RetT_MotV_and_motV_partsR_M,RetT_MotV_and_motV_partsR_F,RetT_MotV_and_motV_partsR_P,RetT_Fuel_ret_M,RetT_Fuel_ret_F,RetT_Fuel_ret_P,RetT_Food_ret_M,RetT_Food_ret_F,RetT_Food_ret_P,RetT_Oth_store_based_ret_M,RetT_Oth_store_based_ret_F,RetT_Oth_store_based_ret_P,RetT_NonSR_and_RCB_buy_sell_M,RetT_NonSR_and_RCB_buy_sell_F,RetT_NonSR_and_RCB_buy_sell_P,RetT_Tot_M,RetT_Tot_F,RetT_Tot_P,AcFd_AcFd_nfd_M,AcFd_AcFd_nfd_F,AcFd_AcFd_nfd_P,AcFd_Accomm_M,AcFd_Accomm_F,AcFd_Accomm_P,AcFd_FoodBev_Svs_M,AcFd_FoodBev_Svs_F,AcFd_FoodBev_Svs_P,AcFd_Tot_M,AcFd_Tot_F,AcFd_Tot_P,TPW_TPW_nfd_M,TPW_TPW_nfd_F,TPW_TPW_nfd_P,TPW_RoadTspt_M,TPW_RoadTspt_F,TPW_RoadTspt_P,TPW_RailTspt_M,TPW_RailTspt_F,TPW_RailTspt_P,TPW_WaterTspt_M,TPW_WaterTspt_F,TPW_WaterTspt_P,TPW_Air_space_tspt_M,TPW_Air_space_tspt_F,TPW_Air_space_tspt_P,TPW_Oth_tspt_M,TPW_Oth_tspt_F
101061543,0,0,4,235,92,327,0,0,0,0,0,0,0,0,0,33,14,46,267,104,374,7,0,8,0,0,0,0,0,0,4,0,4,4,0,6,0,0,0,17,3,25,23,11,31,86,42,134,6,10,17,0,0,0,12,3,12,0,0,0,7,0,7,0,0,0,6,5,12,0,0,0,0,0,0,35,10,42,23,6,29,8,0,11,0,0,0,4,0,0,207,83,294,0,0,0,16,6,20,0,0,0,3,0,3,9,7,19,37,8,42,6,0,6,77,14,97,23,3,30,230,34,265,344,55,400,0,0,0,47,20,66,17,8,23,3,0,3,12,3,11,6,6,9,11,5,16,88,40,132,8,11,15,71,20,92,14,12,22,80,138,213,86,232,318,0,0,0,251,409,664,0,0,0,10,35,45,129,184,314,140,217,358,8,0,9,69,12,78,0,0,0,0,0,0,0,0,0,9,0
101061544,10,7,13,688,293,986,0,0,0,0,0,0,0,0,0,22,9,32,719,307,1029,10,0,8,6,0,6,0,0,0,0,0,0,12,3,11,6,0,4,22,5,26,4,0,4,22,25,43,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,4,0,4,4,0,4,5,3,6,45,29,71,0,0,0,22,0,19,0,0,0,0,0,0,0,0,0,22,4,24,8,0,12,19,9,25,11,0,11,69,8,76,107,21,126,0,0,0,13,0,18,3,0,5,0,0,0,0,6,4,0,0,0,5,0,5,21,12,27,0,0,0,4,0,4,6,6,12,18,24,45,14,36,49,0,0,0,38,65,114,0,0,0,4,13,15,22,61,82,23,75,100,7,0,8,57,10,70,0,0,0,0,0,0,0,0,0,0,0
102011028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,4,11,14,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,23,42,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,5,3,0,4,60,11,71,0,0,0,120,21,137,183,31,215,0,0,3,6,4,7,0,0,0,0,0,0,0,0,0,5,3,8,0,0,0,9,9,17,0,0,0,6,5,4,0,4,4,12,21,35,20,23,40,0,0,0,36,48,86,0,0,0,14,13,25,77,105,184,93,117,213,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0
102011029,0,0,0,6,3,10,0,0,0,0,0,0,3,0,3,0,0,0,8,10,19,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,5,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,4,0,3,0,0,0,0,0,4,5,0,5,0,0,3,5,0,3,19,16,32,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,4,3,0,10,88,16,106,8,4,11,193,42,231,297,59,356,0,6,6,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,5,10,4,3,4,0,0,3,0,0,0,10,10,16,10,24,38,0,0,0,30,36,69,3,0,4,19,32,50,56,52,107,78,89,160,4,0,4,9,0,14,0,0,0,0,0,0,0,0,0,0,0
102011030,9,0,10,297,211,511,6,6,12,3,0,3,0,0,0,23,13,33,334,235,570,25,4,29,39,4,46,0,0,0,18,0,22,76,9,81,5,0,5,159,20,176,167,29,198,128,64,190,39,8,46,6,4,9,480,102,586,0,0,0,0,0,0,0,0,0,85,63,143,29,0,30,197,30,224,67,16,80,97,19,114,45,11,59,122,42,158,72,19,90,1523,406,1930,0,0,0,35,28,67,0,0,0,14,0,19,131,18,155,185,59,239,70,13,84,182,26,214,168,26,192,398,68,466,817,132,952,3,4,12,66,33,91,43,13,59,0,0,0,27,7,34,18,25,42,19,6,20,168,92,258,11,4,16,47,8,57,0,4,3,15,18,34,52,71,127,4,0,5,130,108,241,0,0,0,16,15,30,49,51,96,66,66,128,9,3,10,119,17,137,15,0,18,0,0,5,0,0,0,0,0
102011031,0,0,0,17,6,24,0,0,0,0,0,0,0,0,5,0,0,5,22,8,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,9,31,34,69,14,11,25,6,17,19,8,7,10,0,0,0,7,9,12,0,0,0,0,0,3,0,0,0,0,3,3,4,0,9,4,0,13,5,0,5,12,5,15,10,5,11,108,97,204,0,0,3,8,0,7,0,0,0,35,3,37,0,0,0,41,4,52,13,7,19,99,37,137,29,11,39,258,53,308,403,105,506,4,3,9,17,6,23,20,10,34,9,0,12,10,21,34,11,23,40,5,0,5,71,65,144,21,26,49,27,15,45,12,7,21,322,410,732,458,1081,1538,4,8,17,845,1551,2397,0,0,0,3,7,12,352,428,777,359,438,794,5,3,3,13,4,16,3,0,3,0,0,0,0,0,0,0,0
102011032,0,0,0,6,10,13,3,0,10,0,0,0,4,0,4,0,0,0,17,8,28,15,0,15,6,0,15,0,0,0,3,0,3,0,0,0,3,0,3,27,5,30,75,35,111,29,54,86,6,0,10,18,30,47,48,13,64,0,0,5,28,11,41,0,0,0,6,9,11,7,3,12,37,13,49,51,11,62,51,15,61,76,7,89,74,14,92,39,19,63,550,242,792,0,0,0,16,3,18,0,0,0,17,9,25,49,20,72,83,33,114,59,17,74,254,48,301,97,17,116,547,79,628,961,163,1126,17,10,19,75,20,94,46,16,64,40,12,52,36,31,71,51,54,99,0,0,0,260,131,397,18,21,45,183,76,254,13,12,22,210,226,441,429,649,1081,0,0,3,858,993,1852,0,0,4,18,35,53,467,479,948,488,519,1007,11,3,14,93,25,115,169,26,196,0,0,0,5,3,7,3,0
102011033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,7,11,15,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,6,4,11,6,0,3,16,9,26,5,0,4,60,14,75,80,29,107,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,7,3,13,0,0,0,6,0,6,0,0,4,15,17,28,0,9,6,0,3,3,29,25,54,0,0,0,0,4,4,19,25,52,22,26,50,0,0,0,7,5,7,0,0,0,0,0,0,0,0,0,0,0
102011034,0,0,0,0,5,6,0,0,0,4,0,4,6,0,6,0,0,0,8,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,11,15,21,4,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,3,5,13,10,0,10,0,0,0,0,0,0,0,0,0,3,0,3,6,0,6,53,23,73,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,40,4,52,8,5,7,135,29,162,185,33,220,0,0,0,28,21,52,4,5,4,0,0,0,4,7,9,6,4,11,0,0,0,43,32,75,0,5,5,3,0,4,3,0,3,115,122,234,21,54,73,0,0,0,143,180,320,0,0,0,4,4,6,158,152,309,161,157,317,0,0,0,144,20,164,0,0,0,0,0,0,0,0,0,0,0
102011035,0,0,0,7,3,7,0,0,0,0,0,3,0,0,0,0,0,0,8,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,20,5,28,6,4,12,68,11,77,100,18,115,0,0,0,0,0,3,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,6,0,13,0,0,5,0,0,0,0,0,0,3,0,3,9,9,20,0,3,3,9,12,24,0,0,0,0,0,0,0,3,5,0,5,7,0,4,4,11,0,9,0,0,0,0,0,0,0,0,0,0,0
102011036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,10,60,263,146,403,22,8,34,0,9,12,9,0,10,10,7,15,3,4,6,0,0,0,0,0,4,0,0,0,6,0,6,4,0,4,4,0,4,3,6,6,3,0,7,17,0,15,392,188,577,0,0,0,6,0,6,0,0,0,5,0,5,0,0,0,17,0,17,18,5,24,81,18,98,25,0,31,126,23,144,251,45,299,4,4,11,7,3,11,9,4,5,0,0,0,7,5,14,8,13,16,0,0,0,34,23,57,3,6,9,16,4,12,4,7,16,137,149,287,21,39,61,0,0,0,183,205,382,0,0,0,5,0,5,69,107,176,71,107,184,5,0,3,12,5,14,4,0,4,0,0,0,0,0,0,0,0
102011037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,4,21,4,0,4,52,6,59,72,14,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,4,0,0,0,0,0,0,12,11,21,3,11,19,0,0,0,19,32,50,0,0,0,0,0,3,6,19,23,4,23,25,0,0,0,0,0,3,4,0,7,0,0,0,0,0,0,0,0
102011038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,3,10,0,0,0,0,0,0,6,0,3,0,0,0,0,4,4,15,13,27,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,9,0,9,27,3,39,11,0,8,111,12,125,157,23,185,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,4,0,3,0,0,0,9,5,16,0,0,0,0,0,0,0,0,0,13,19,32,9,13,25,0,0,0,16,39,59,0,0,0,0,0,0,50,47,97,51,45,98,0,0,5,3,0,3,0,0,0,0,0,0,0,0,0,0,0
102011039,3,0,3,5,3,10,0,0,0,0,0,0,3,0,3,0,0,0,8,3,12,0,0,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,4,6,12,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,4,3,17,10,28,0,0,0,0,0,0,0,0,0,0,3,3,3,5,7,3,4,9,12,0,15,85,17,96,20,3,20,198,44,242,319,63,380,0,0,7,0,0,0,8,0,7,0,0,0,3,5,6,8,4,10,0,0,0,13,14,28,0,15,15,4,0,4,0,0,0,28,44,73,25,63,94,3,3,0,63,123,186,0,0,0,56,94,151,267,310,576,327,404,732,0,0,0,10,3,18,0,0,0,0,0,0,0,0,0,0,0
102011040,0,0,0,4,0,4,0,0,0,3,0,3,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,6,4,12,15,3,0,3,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,3,3,9,5,4,5,29,29,63,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,6,0,6,14,0,14,89,27,120,11,3,13,220,26,251,336,57,390,0,4,4,0,0,4,4,0,3,0,0,0,0,0,0,0,0,3,0,0,0,9,8,13,5,11,16,0,0,0,4,5,11,104,177,277,43,159,205,0,6,6,165,354,515,3,0,6,18,54,71,275,366,638,296,417,713,0,0,4,26,9,36,4,3,4,0,0,0,0,0,0,0,0
102011041,0,0,0,10,17,24,0,0,0,0,0,0,0,0,0,0,0,3,12,19,32,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,6,4,0,6,5,5,7,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,19,11,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,10,3,15,74,21,95,9,4,14,187,24,203,281,50,324,0,0,0,7,5,12,0,0,0,0,0,0,4,4,11,0,4,4,0,0,0,14,17,27,3,3,3,0,0,3,3,3,8,21,13,34,15,44,54,0,0,0,38,67,108,0,0,0,8,16,23,79,94,176,87,113,197,0,0,4,6,0,6,0,0,0,0,0,0,0,0,0,0,0
102011042,0,0,0,4,6,8,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,11,20,12,29,3,0,3,0,6,8,5,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,3,0,3,0,4,3,0,0,0,0,0,0,0,0,0,35,26,64,0,0,0,0,0,0,0,0,0,7,0,9,3,0,4,13,0,13,10,4,13,48,11,56,7,7,13,115,22,136,176,37,215,0,0,0,16,8,23,11,0,11,0,0,0,4,4,6,5,4,4,0,0,0,29,13,41,7,0,9,8,4,15,4,6,6,133,133,269,104,240,346,0,0,0,264,391,655,0,0,0,16,23,36,175,250,421,186,271,457,0,3,0,14,4,22,8,9,17,0,0,0,0,0,0,0,0
102011043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,0,9,13,0,0,0,0,0,0,16,9,21,0,0,0,0,0,0,0,0,0,4,7,6,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,5,36,29,62,0,0,0,0,0,0,0,0,0,0,3,3,5,0,5,0,3,6,0,0,0,14,3,21,8,3,14,86,14,101,110,27,136,0,0,0,6,0,6,3,0,5,9,3,10,0,0,0,0,0,0,0,0,0,17,4,17,0,0,6,122,47,167,8,12,21,65,86,149,22,55,77,0,0,0,223,201,429,0,0,0,0,9,12,122,190,319,124,200,328,0,0,0,21,6,23,0,0,0,0,0,0,0,0,0,0,0
102021044,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,3,7,7,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,4,0,3,14,23,35,0,0,0,0,3,3,6,0,5,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,4,4,5,0,4,31,37,69,0,0,0,0,0,0,0,0,0,3,0,4,3,0,3,8,0,12,15,0,13,74,14,90,8,4,17,261,43,300,356,61,417,0,0,0,0,0,0,5,0,8,0,0,0,3,4,6,4,4,8,0,0,0,10,8,25,5,13,10,3,0,3,0,5,12,196,276,476,88,241,333,0,3,3,291,542,836,0,0,0,10,15,24,224,257,477,234,271,503,6,5,13,145,22,170,5,0,3,0,0,0,0,0,0,0,0
102021045,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,0,0,11,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,10,30,0,0,0,11,3,12,0,0,0,0,0,0,0,0,0,15,3,13,10,0,10,20,10,29,12,6,15,89,18,108,131,36,167,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,5,6,0,0,4,0,0,0,5,4,6,46,86,133,8,28,35,0,0,0,62,123,185,0,0,0,0,3,3,57,70,125,62,70,133,6,6,6,22,3,24,0,0,0,0,0,0,0,0,0,0,0
102021046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,11,0,0,0,0,5,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,16,12,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,16,5,20,0,0,0,113,23,134,131,27,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,10,4,0,4,0,0,0,0,0,0,40,66,108,16,31,42,0,0,0,59,96,159,0,0,0,0,6,7,79,96,168,81,99,177,0,0,0,13,5,12,3,0,3,0,0,0,0,0,0,0,0
102021047,0,0,0,6,6,7,0,0,0,3,0,3,7,0,7,3,0,3,19,6,19,16,0,18,17,0,17,0,0,0,3,0,3,3,0,3,5,0,5,43,4,48,55,16,75,629,362,984,3,0,3,3,9,15,31,3,32,10,3,17,6,0,3,0,0,4,97,72,167,3,0,3,23,0,20,27,0,26,31,4,38,12,0,14,39,16,56,21,3,24,980,503,1482,0,0,0,22,11,30,0,0,0,3,0,4,3,3,6,28,12,41,30,9,34,127,34,160,36,3,40,361,68,422,547,112,661,7,0,7,9,5,13,9,6,13,12,5,12,17,8,26,5,0,4,0,0,5,59,20,81,11,4,12,11,5,12,13,11,21,56,54,110,34,60,97,0,0,0,124,129,260,0,0,0,0,6,9,198,241,441,201,248,447,8,8,13,129,19,152,0,0,0,0,0,0,19,0,22,0,0
102021048,0,0,0,3,0,5,0,0,0,0,0,0,3,0,3,0,0,0,7,0,8,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,6,0,6,0,0,0,13,23,37,0,0,0,0,3,3,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,28,31,61,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,4,9,0,9,48,10,59,7,15,21,166,33,196,227,54,280,0,0,0,0,0,0,4,0,8,4,0,8,5,4,5,0,0,0,0,0,0,12,5,20,3,10,12,25,10,34,10,13,20,144,222,363,153,360,513,0,0,0,331,615,949,0,0,0,10,17,19,322,380,701,333,392,724,0,0,3,13,4,20,0,0,0,0,0,0,0,0,0,0,0
102021049,0,0,0,59,32,84,0,0,0,0,0,0,0,0,0,0,0,7,62,33,91,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,27,6,29,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,38,10,46,0,0,0,4,0,3,0,0,0,3,0,4,6,0,8,9,0,16,3,0,3,16,5,23,25,0,23,76,14,88,113,24,140,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,8,0,0,0,0,0,0,4,5,10,6,4,3,6,3,8,0,0,0,13,12,23,0,3,5,6,4,7,58,61,117,60,61,129,3,0,3,7,3,14,0,0,0,0,0,0,0,0,0,0,0
102021050,0,0,0,16,15,35,0,0,0,0,0,0,0,0,0,0,0,0,17,15,37,3,0,3,121,6,128,0,0,0,0,0,0,0,0,3,0,0,0,127,5,135,6,3,7,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,27,0,0,0,191,24,210,0,0,0,0,0,3,0,7,3,190,30,220,0,6,6,30,4,36,9,5,17,105,16,126,152,27,177,0,0,0,9,5,10,4,0,4,4,0,4,0,0,0,0,0,0,0,0,0,14,5,22,0,0,0,0,0,0,8,7,21,63,110,179,12,45,49,0,0,0,88,166,252,0,0,0,6,14,16,37,54,93,43,69,112,3,0,6,17,0,20,0,0,0,0,0,0,0,0,0,0,0
102021051,0,0,0,13,16,31,0,0,0,0,0,0,0,0,0,4,3,9,22,25,45,9,3,14,0,0,7,0,0,0,0,0,0,3,0,5,0,0,0,18,8,24,32,5,32,4,3,9,0,0,0,0,0,0,34,8,44,0,0,3,0,3,3,0,0,0,0,5,3,16,7,19,0,5,6,16,7,20,24,10,30,7,0,10,8,0,15,22,4,27,182,47,224,0,0,0,136,5,136,0,0,0,3,0,3,0,0,0,140,5,141,17,5,19,36,8,47,10,0,10,176,25,199,235,41,277,0,0,0,28,12,35,30,8,30,0,0,0,3,0,5,6,0,9,0,0,0,62,21,84,0,0,0,6,0,6,0,6,6,6,10,17,12,20,32,0,0,4,33,31,62,0,0,0,4,5,7,22,40,64,31,46,77,0,0,0,12,0,20,4,0,4,0,0,0,0,0,0,0,0
