POW_SA2_CODE_2021,P_M1_Tram_or_LR_15_24,P_M1_Tram_or_LR_25_34,P_M1_Tram_or_LR_35_44,P_M1_Tram_or_LR_45_54,P_M1_Tram_or_LR_55_64,P_M1_Tram_or_LR_65_74,P_M1_Tram_or_LR_75ov,P_M1_Tram_or_LR_Tot,P_M1_Taxi_or_RSS_15_24,P_M1_Taxi_or_RSS_25_34,P_M1_Taxi_or_RSS_35_44,P_M1_Taxi_or_RSS_45_54,P_M1_Taxi_or_RSS_55_64,P_M1_Taxi_or_RSS_65_74,P_M1_Taxi_or_RSS_75ov,P_M1_Taxi_or_RSS_Tot,P_M1_CarAsDriv_15_24,P_M1_CarAsDriv_25_34,P_M1_CarAsDriv_35_44,P_M1_CarAsDriv_45_54,P_M1_CarAsDriv_55_64,P_M1_CarAsDriv_65_74,P_M1_CarAsDriv_75ov,P_M1_CarAsDriv_Tot,P_M1_CarAsPas_15_24,P_M1_CarAsPas_25_34,P_M1_CarAsPas_35_44,P_M1_CarAsPas_45_54,P_M1_CarAsPas_55_64,P_M1_CarAsPas_65_74,P_M1_CarAsPas_75ov,P_M1_CarAsPas_Tot,P_M1_Truck_15_24,P_M1_Truck_25_34,P_M1_Truck_35_44,P_M1_Truck_45_54,P_M1_Truck_55_64,P_M1_Truck_65_74,P_M1_Truck_75ov,P_M1_Truck_Tot,P_M1_MBikeScoot_15_24,P_M1_MBikeScoot_25_34,P_M1_MBikeScoot_35_44,P_M1_MBikeScoot_45_54,P_M1_MBikeScoot_55_64,P_M1_MBikeScoot_65_74,P_M1_MBikeScoot_75ov,P_M1_MBikeScoot_Tot,P_M1_Bicycle_15_24,P_M1_Bicycle_25_34,P_M1_Bicycle_35_44,P_M1_Bicycle_45_54,P_M1_Bicycle_55_64,P_M1_Bicycle_65_74,P_M1_Bicycle_75ov,P_M1_Bicycle_Tot,P_M1_Other_15_24,P_M1_Other_25_34,P_M1_Other_35_44,P_M1_Other_45_54,P_M1_Other_55_64,P_M1_Other_65_74,P_M1_Other_75ov,P_M1_Other_Tot,P_M1_WlkOnly_15_24,P_M1_WlkOnly_25_34,P_M1_WlkOnly_35_44,P_M1_WlkOnly_45_54,P_M1_WlkOnly_55_64,P_M1_WlkOnly_65_74,P_M1_WlkOnly_75ov,P_M1_WlkOnly_Tot,P_M1_Tot_M1_15_24,P_M1_Tot_M1_25_34,P_M1_Tot_M1_35_44,P_M1_Tot_M1_45_54,P_M1_Tot_M1_55_64,P_M1_Tot_M1_65_74,P_M1_Tot_M1_75ov,P_M1_Tot_M1_Tot,P_M2_TrnBus_15_24,P_M2_TrnBus_25_34,P_M2_TrnBus_35_44,P_M2_TrnBus_45_54,P_M2_TrnBus_55_64,P_M2_TrnBus_65_74,P_M2_TrnBus_75ov,P_M2_TrnBus_Tot,P_M2_TrnFer_15_24,P_M2_TrnFer_25_34,P_M2_TrnFer_35_44,P_M2_TrnFer_45_54,P_M2_TrnFer_55_64,P_M2_TrnFer_65_74,P_M2_TrnFer_75ov,P_M2_TrnFer_Tot,P_M2_TrnTrm_or_LR_15_24,P_M2_TrnTrm_or_LR_25_34,P_M2_TrnTrm_or_LR_35_44,P_M2_TrnTrm_or_LR_45_54,P_M2_TrnTrm_or_LR_55_64,P_M2_TrnTrm_or_LR_65_74,P_M2_TrnTrm_or_LR_75ov,P_M2_TrnTrm_or_LR_Tot,P_M2_TrnCarAsDriv_15_24,P_M2_TrnCarAsDriv_25_34,P_M2_TrnCarAsDriv_35_44,P_M2_TrnCarAsDriv_45_54,P_M2_TrnCarAsDriv_55_64,P_M2_TrnCarAsDriv_65_74,P_M2_TrnCarAsDriv_75ov,P_M2_TrnCarAsDriv_Tot,P_M2_TrnCarAsPas_15_24,P_M2_TrnCarAsPas_25_34,P_M2_TrnCarAsPas_35_44,P_M2_TrnCarAsPas_45_54,P_M2_TrnCarAsPas_55_64,P_M2_TrnCarAsPas_65_74,P_M2_TrnCarAsPas_75ov,P_M2_TrnCarAsPas_Tot,P_M2_TrnOth_15_24,P_M2_TrnOth_25_34,P_M2_TrnOth_35_44,P_M2_TrnOth_45_54,P_M2_TrnOth_55_64,P_M2_TrnOth_65_74,P_M2_TrnOth_75ov,P_M2_TrnOth_Tot,P_M2_Train_and_Tot_15_24,P_M2_Train_and_Tot_25_34,P_M2_Train_and_Tot_35_44,P_M2_Train_and_Tot_45_54,P_M2_Train_and_Tot_55_64,P_M2_Train_and_Tot_65_74,P_M2_Train_and_Tot_75ov,P_M2_Train_and_Tot_Tot,P_M2_BusFer_15_24,P_M2_BusFer_25_34,P_M2_BusFer_35_44,P_M2_BusFer_45_54,P_M2_BusFer_55_64,P_M2_BusFer_65_74,P_M2_BusFer_75ov,P_M2_BusFer_Tot,P_M2_BusTrm_or_LR_15_24,P_M2_BusTrm_or_LR_25_34,P_M2_BusTrm_or_LR_35_44,P_M2_BusTrm_or_LR_45_54,P_M2_BusTrm_or_LR_55_64,P_M2_BusTrm_or_LR_65_74,P_M2_BusTrm_or_LR_75ov,P_M2_BusTrm_or_LR_Tot,P_M2_BusCarAsDriv_15_24,P_M2_BusCarAsDriv_25_34,P_M2_BusCarAsDriv_35_44,P_M2_BusCarAsDriv_45_54,P_M2_BusCarAsDriv_55_64,P_M2_BusCarAsDriv_65_74,P_M2_BusCarAsDriv_75ov,P_M2_BusCarAsDriv_Tot,P_M2_BusCarAsPas_15_24,P_M2_BusCarAsPas_25_34,P_M2_BusCarAsPas_35_44,P_M2_BusCarAsPas_45_54,P_M2_BusCarAsPas_55_64,P_M2_BusCarAsPas_65_74,P_M2_BusCarAsPas_75ov,P_M2_BusCarAsPas_Tot,P_M2_BusOth_15_24,P_M2_BusOth_25_34,P_M2_BusOth_35_44,P_M2_BusOth_45_54,P_M2_BusOth_55_64,P_M2_BusOth_65_74,P_M2_BusOth_75ov,P_M2_BusOth_Tot,P_M2_BusTot_15_24,P_M2_BusTot_25_34,P_M2_BusTot_35_44,P_M2_BusTot_45_54,P_M2_BusTot_55_64,P_M2_BusTot_65_74,P_M2_BusTot_75ov,P_M2_BusTot_Tot,P_M2_Other_M2_15_24,P_M2_Other_M2_25_34,P_M2_Other_M2_35_44,P_M2_Other_M2_45_54,P_M2_Other_M2_55_64,P_M2_Other_M2_65_74,P_M2_Other_M2_75ov,P_M2_Other_M2_Tot,P_M2_Tot_M2_15_24,P_M2_Tot_M2_25_34,P_M2_Tot_M2_35_44,P_M2_Tot_M2_45_54,P_M2_Tot_M2_55_64,P_M2_Tot_M2_65_74,P_M2_Tot_M2_75ov,P_M2_Tot_M2_Tot
101061543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,471,635,705,741,660,134,24,3382,150,37,28,25,27,5,0,274,3,0,7,13,14,8,0,43,4,9,0,5,0,0,0,17,0,0,0,0,4,0,0,11,3,0,4,0,3,4,0,19,38,26,20,37,35,9,0,178,677,718,774,828,741,166,30,3937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,5,0,3,0,0,0,12,0,5,0,6,0,0,0,15
101061544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,278,243,308,310,91,16,1399,23,20,6,8,10,3,0,70,4,4,6,8,12,9,0,56,0,3,0,0,4,0,3,9,0,0,0,0,0,0,0,4,0,9,5,13,11,10,4,39,16,18,28,30,51,32,9,186,202,334,285,364,391,148,31,1757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,13,0,0,0,3,0,0,0,13
102011028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,77,74,102,88,19,3,466,26,4,0,4,0,0,0,32,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,4,8,3,11,5,0,37,135,85,88,118,99,25,3,547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,7,0,0,0,3
102011029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,112,122,134,91,26,7,591,19,3,3,3,3,0,0,29,0,0,8,11,8,0,0,29,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,9,0,4,9,7,0,0,27,136,119,133,157,114,29,9,693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,4,0,6,0,0,13
102011030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,496,882,903,968,782,133,12,4184,73,41,19,22,15,3,0,176,4,9,21,24,18,0,3,78,8,9,7,9,8,0,0,35,0,0,0,0,0,0,0,0,0,3,14,4,5,0,0,28,18,15,23,17,29,13,12,127,602,965,983,1060,868,157,26,4660,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,5,7,5,0,0,0,34,13,10,7,7,4,0,0,38
102011031,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,3,1004,906,992,1080,955,199,12,5151,289,51,30,32,17,9,0,420,0,13,8,4,10,3,0,35,13,8,3,8,5,0,0,38,0,4,9,9,3,0,0,22,3,8,5,3,3,0,0,25,20,12,14,13,14,7,0,84,1377,1044,1069,1167,1034,222,17,5930,11,3,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,6,4,0,0,3,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,5,5,3,3,0,0,0,0,15,4,0,0,0,0,0,0,4,8,5,9,0,0,0,0,27,8,4,0,9,0,0,0,29,30,15,10,9,8,5,0,79
102011032,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,15,1320,2143,2274,2628,2044,475,43,10941,267,98,65,86,76,26,0,621,3,19,11,20,11,8,0,66,10,21,8,12,14,0,0,64,8,9,9,14,11,0,0,43,6,16,12,13,7,6,0,48,53,96,42,35,42,16,5,296,1733,2474,2470,2842,2251,542,54,12364,15,19,3,8,5,6,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,7,10,0,0,28,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,5,19,25,14,13,10,6,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,7,7,8,0,0,5,0,0,18,4,0,0,0,0,0,0,5,13,11,0,0,8,0,0,32,13,10,12,15,9,4,0,63,44,43,32,33,29,4,0,185
102011033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,132,147,197,147,21,3,753,10,0,0,3,0,0,0,22,0,0,0,5,0,0,0,9,0,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,0,6,3,0,0,20,120,140,158,213,155,25,3,816,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,7
102011034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,272,214,206,316,290,60,0,1371,108,3,3,6,8,5,0,136,0,0,3,0,4,4,0,8,7,0,0,0,4,0,0,11,0,0,0,5,0,0,0,9,0,0,0,0,0,0,0,7,21,3,4,4,8,0,0,38,414,232,223,339,312,75,7,1603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,7,0,0,4,0,0,0,10,10,0,0,4,0,0,0,16
102011035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,75,80,79,77,22,0,381,3,4,0,3,0,0,0,19,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,4,3,0,0,13,58,81,80,91,84,24,0,422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,5,0,0,0,0,7
102011036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324,376,345,381,385,56,5,1869,124,20,14,8,9,0,0,167,3,0,4,4,4,0,0,17,0,3,4,6,9,0,0,22,0,0,0,5,0,0,0,5,0,0,0,3,6,0,0,14,11,0,7,3,5,0,0,35,473,415,377,415,418,62,6,2159,9,6,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,0,0,15,12,7,5,4,3,0,0,33
102011037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,45,71,92,103,109,27,3,452,5,0,0,0,0,0,0,16,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,7,59,87,94,114,119,25,3,512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,4,0,0,11
102011038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,69,74,61,51,9,0,314,17,4,0,3,0,0,0,30,0,0,3,4,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,8,0,0,0,0,9,64,78,80,72,56,14,0,367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
102011039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285,261,236,267,191,39,6,1283,66,6,3,10,9,4,0,95,0,3,3,4,5,0,0,21,0,0,3,3,3,0,0,17,6,6,0,0,5,0,0,5,0,0,4,3,0,0,0,10,20,14,7,26,9,3,0,82,379,286,263,319,227,46,6,1527,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,7,3,4,4,4,0,0,0,13
102011040,0,0,0,0,0,0,0,0,0,3,4,3,3,0,0,13,293,283,336,333,283,88,14,1628,100,23,19,9,31,4,3,196,0,9,4,6,3,0,0,26,0,0,0,0,0,0,0,6,12,7,0,8,8,0,0,37,4,0,4,11,5,4,0,19,33,25,23,27,32,10,0,148,454,375,389,396,367,111,17,2101,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,9,6,0,3,0,0,0,18,10,9,3,5,0,0,0,30
102011041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,180,169,159,134,25,0,809,25,10,3,3,4,0,0,39,0,4,6,10,3,0,0,22,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,11,12,7,3,7,6,0,0,30,190,205,185,177,153,23,0,932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,10,6,9,0,0,0,0,0,15
102011042,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,333,372,400,491,449,92,10,2161,118,21,13,19,14,6,0,186,0,8,5,0,10,0,0,24,8,0,3,0,0,0,0,11,3,5,4,8,0,0,0,22,3,0,4,6,4,0,0,13,23,18,23,28,24,8,0,121,529,452,460,568,516,107,12,2638,3,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,3,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,7,7,0,0,0,0,0,0,12,4,6,0,3,3,0,0,14,14,9,6,8,8,0,0,42
102011043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,241,268,238,289,267,73,13,1382,114,14,5,15,12,6,0,159,0,0,0,6,0,0,0,7,0,5,0,0,0,3,0,8,0,0,0,0,0,0,0,4,0,0,3,5,0,0,0,5,14,3,0,10,6,0,0,39,375,297,252,320,288,88,9,1631,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,6,5,3,0,5,0,0,0,14
102021044,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,5,388,417,433,493,458,114,7,2309,150,23,15,15,13,6,0,221,0,8,16,8,6,4,0,38,8,6,0,3,7,0,0,17,4,0,3,3,4,0,0,24,0,0,5,4,3,3,0,14,29,17,8,10,24,8,0,92,603,485,486,533,528,137,12,2779,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,3,3,4,0,0,0,0,15,6,4,3,4,3,0,0,20,15,8,3,8,5,3,0,34
102021045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,132,113,131,77,19,0,561,26,3,5,0,0,0,0,37,0,0,0,3,0,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,12,7,10,5,3,5,0,0,24,129,147,120,148,88,15,0,651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4
102021046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,106,98,88,75,12,4,479,29,0,3,8,4,4,0,48,0,0,6,5,0,0,0,10,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,4,4,0,0,4,0,0,0,6,7,6,6,3,0,0,0,19,145,112,109,101,84,17,4,569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4
102021047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,398,589,617,698,587,98,5,2995,142,29,12,25,14,4,0,230,3,12,16,10,17,0,0,59,0,5,5,8,7,0,0,20,4,3,4,0,0,0,0,15,0,0,4,6,4,0,0,11,13,5,8,7,13,0,0,50,573,652,667,759,639,105,6,3402,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,4,5,9,0,0,3,0,0,21,14,13,0,0,3,0,0,33
102021048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,431,433,446,448,372,68,3,2194,243,27,23,14,12,8,0,326,0,3,3,4,6,0,0,17,4,0,0,0,0,0,0,5,3,0,0,0,0,0,0,3,3,0,0,4,3,0,0,7,21,8,12,9,8,3,0,69,721,488,497,480,406,80,3,2682,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,12,11,6,3,8,0,0,0,22,18,9,4,8,8,0,0,37
102021049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,100,72,83,75,16,0,427,24,3,9,0,0,0,0,35,3,0,4,11,3,3,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,9,4,11,0,30,107,106,82,101,85,30,4,510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,3,0,0,0,0,0,4
102021050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,187,224,201,180,29,5,937,57,19,3,4,6,0,0,85,6,3,5,5,3,0,0,25,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,9,4,0,8,7,6,0,0,30,181,215,241,225,203,34,5,1094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,7,0,5,0,0,0,0,8,5,0,5,4,0,0,0,14
102021051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,225,225,265,221,54,3,1151,16,11,4,6,4,0,0,45,0,0,6,4,3,0,0,12,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,6,0,0,3,0,5,0,0,8,7,0,0,8,6,3,0,23,186,243,233,281,241,59,3,1255,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,4,0,0,0,0,11,10,8,5,0,0,0,0,19
