POW_SA2_CODE_2021,P_M3_Trn_and_2_oth_Ms_15_24,P_M3_Trn_and_2_oth_Ms_25_34,P_M3_Trn_and_2_oth_Ms_35_44,P_M3_Trn_and_2_oth_Ms_45_54,P_M3_Trn_and_2_oth_Ms_55_64,P_M3_Trn_and_2_oth_Ms_65_74,P_M3_Trn_and_2_oth_Ms_75ov,P_M3_Trn_and_2_oth_Ms_Tot,P_M3_Bus2othMs_ex_tn_15_24,P_M3_Bus2othMs_ex_tn_25_34,P_M3_Bus2othMs_ex_tn_35_44,P_M3_Bus2othMs_ex_tn_45_54,P_M3_Bus2othMs_ex_tn_55_64,P_M3_Bus2othMs_ex_tn_65_74,P_M3_Bus2othMs_ex_tn_75ov,P_M3_Bus2othMs_ex_tn_Tot,P_M3_Other_M3_15_24,P_M3_Other_M3_25_34,P_M3_Other_M3_35_44,P_M3_Other_M3_45_54,P_M3_Other_M3_55_64,P_M3_Other_M3_65_74,P_M3_Other_M3_75ov,P_M3_Other_M3_Tot,P_M3_Tot_M3_15_24,P_M3_Tot_M3_25_34,P_M3_Tot_M3_35_44,P_M3_Tot_M3_45_54,P_M3_Tot_M3_55_64,P_M3_Tot_M3_65_74,P_M3_Tot_M3_75ov,P_M3_Tot_M3_Tot,P_Wkd_at_home_15_24,P_Wkd_at_home_25_34,P_Wkd_at_home_35_44,P_Wkd_at_home_45_54,P_Wkd_at_home_55_64,P_Wkd_at_home_65_74,P_Wkd_at_home_75ov,P_Wkd_at_home_Tot,P_Did_not_go_to_work_15_24,P_Did_not_go_to_work_25_34,P_Did_not_go_to_work_35_44,P_Did_not_go_to_work_45_54,P_Did_not_go_to_work_55_64,P_Did_not_go_to_work_65_74,P_Did_not_go_to_work_75ov,P_Did_not_go_to_work_Tot,P_MT_NS_15_24,P_MT_NS_25_34,P_MT_NS_35_44,P_MT_NS_45_54,P_MT_NS_55_64,P_MT_NS_65_74,P_MT_NS_75ov,P_MT_NS_Tot,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75ov,P_Tot_Tot
105011095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,25,82,56,75,80,34,26,379,31,59,37,35,32,10,5,204,7,8,0,7,3,0,10,34,327,551,379,517,466,141,56,2445
105011096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,3,0,0,4,7,15,40,38,77,57,22,264,19,28,21,22,30,14,0,133,0,5,0,0,0,4,0,16,193,358,305,355,397,197,41,1852
105021097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,5,0,0,0,14,3,3,8,5,0,0,0,12,10,60,70,68,81,37,5,331,155,185,136,137,165,53,4,845,8,8,5,10,12,0,4,40,1072,1558,1316,1339,1420,371,43,7121
105021098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,19,28,51,38,59,34,13,248,6,9,11,8,10,4,0,45,0,0,3,0,4,5,0,12,107,153,146,200,194,108,34,936
105031099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,19,43,54,90,137,93,55,495,34,54,29,38,35,19,4,211,3,0,0,4,13,3,9,26,278,421,425,557,594,279,99,2652
105031100,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,8,5,4,4,3,0,23,4,6,5,4,4,3,0,27,17,59,80,70,86,30,5,348,80,172,98,83,94,32,3,563,5,9,5,7,5,8,6,49,946,1855,1432,1332,1209,359,52,7184
105031101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,24,7,0,6,0,0,56,21,25,7,0,6,0,0,60,47,212,266,280,177,62,16,1054,299,316,188,153,157,63,7,1173,3,9,16,10,8,3,6,58,1936,2899,2357,2106,1747,516,69,11624
105031102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,10,28,51,40,33,17,3,186,65,86,44,35,30,10,0,274,3,4,4,0,5,0,0,18,399,669,563,473,389,126,26,2644
105031103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,28,42,73,102,65,31,342,11,7,8,7,10,7,5,56,4,0,0,0,3,0,0,9,99,160,163,208,248,109,48,1034
105031104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,26,43,65,70,49,32,295,23,29,23,17,36,10,0,136,0,3,5,3,7,4,0,25,158,251,264,324,344,166,49,1558
105031105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,3,0,11,0,0,4,5,3,3,0,11,9,30,52,74,80,51,22,319,24,41,36,20,26,17,3,158,6,3,0,7,3,4,0,25,247,421,399,447,471,204,54,2241
105031106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,26,37,69,88,63,29,331,52,61,37,56,70,17,7,303,9,12,11,8,3,4,3,41,370,563,483,561,594,227,63,2861
106011107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,5,0,0,0,0,0,0,4,25,110,158,174,144,78,19,702,385,298,220,189,128,43,8,1273,3,3,10,6,7,6,0,31,991,1096,993,893,668,251,47,4941
106011108,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,11,3,0,0,0,4,0,0,10,45,166,218,215,124,38,0,807,278,282,224,213,228,77,10,1316,5,0,3,6,5,8,0,28,1244,1595,1489,1606,1182,309,32,7459
106011109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,75,115,153,136,76,11,584,29,34,44,24,38,21,0,193,0,0,3,0,0,0,0,8,178,282,353,381,342,130,26,1688
106011110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,48,122,114,140,84,45,578,57,47,55,56,56,24,0,287,0,0,0,3,5,4,0,16,303,352,425,510,529,224,73,2412
106011111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,3,0,0,0,0,0,6,31,123,117,165,74,23,4,533,173,106,104,107,91,28,3,612,3,5,4,0,4,0,0,17,749,798,822,880,621,153,11,4034
106011112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,16,5,6,5,0,3,0,0,16,70,203,209,214,149,28,8,878,309,298,217,204,144,35,0,1220,11,5,3,4,3,3,0,38,1852,1983,1687,1657,1182,266,39,8664
106011113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,97,158,133,119,60,17,602,62,345,473,349,199,34,3,1465,6,11,4,6,3,3,0,38,569,1967,2278,1963,1133,199,44,8152
106021114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,10,8,0,0,0,0,0,0,15,128,372,450,434,242,49,8,1670,329,338,251,213,185,47,6,1370,8,4,4,0,3,0,0,26,1314,1748,1713,1653,1141,256,24,7843
106021116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,38,73,98,82,35,8,344,54,34,25,27,36,10,0,189,0,0,0,0,0,0,0,3,240,214,241,263,250,70,12,1278
106021614,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,3,3,0,4,0,0,0,10,69,199,266,289,159,48,9,1032,627,366,256,215,169,64,9,1707,5,0,9,3,0,5,0,31,1907,1681,1418,1452,1059,233,27,7769
106021615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,6,0,0,0,0,0,0,5,23,88,126,128,71,42,10,484,149,113,94,68,65,25,3,505,0,0,4,5,5,0,0,14,689,665,638,537,390,106,20,3048
106021616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,28,126,151,149,85,15,4,553,125,140,116,94,91,21,0,592,0,5,6,0,4,0,3,21,912,1407,1184,1145,846,153,16,5648
106021617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,62,92,112,65,29,6,380,74,53,53,36,47,10,0,267,0,0,0,0,0,0,0,8,267,308,303,347,280,81,7,1606
106021618,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,7,8,5,0,0,0,0,0,11,42,193,208,213,124,45,18,844,186,130,126,107,78,38,4,671,5,5,0,0,3,0,0,18,1082,1284,1138,1138,871,216,34,5760
106031119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,9,14,33,70,57,22,9,219,39,36,26,35,32,4,0,171,0,0,0,0,4,0,0,0,163,158,190,225,233,72,8,1058
106031120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,32,33,54,24,0,175,46,30,18,37,36,5,0,173,0,0,0,0,0,0,0,3,161,177,156,194,197,55,4,947
106031121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,4,0,0,0,0,0,6,28,107,226,289,220,120,43,1019,481,238,244,235,275,76,10,1564,7,10,3,6,12,3,0,40,1443,1146,1240,1573,1408,418,76,7303
106031122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,9,3,0,3,6,0,0,0,13,58,331,423,377,230,46,12,1480,375,329,274,236,231,45,10,1497,14,7,15,8,0,4,5,49,1756,2642,2509,2483,1866,334,37,11626
106031123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,43,69,60,32,10,238,14,11,10,18,15,5,0,75,0,0,0,3,0,0,0,8,77,113,156,207,177,68,12,808
106031124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,19,19,29,64,40,14,190,48,22,19,29,48,12,0,189,3,0,3,4,0,0,0,14,181,163,164,245,317,118,26,1222
106031125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,105,462,622,589,325,69,8,2175,233,217,189,162,141,27,0,968,11,3,0,10,3,0,0,37,1026,1770,1671,1592,1004,215,31,7307
106041126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,4,0,0,0,0,4,30,162,218,197,120,32,4,764,190,350,328,278,219,51,0,1410,11,11,8,6,7,5,5,57,1114,2076,1962,1853,1305,260,33,8603
106041127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,38,53,48,52,23,26,255,40,74,92,77,54,9,3,357,0,0,0,0,0,0,0,11,238,486,480,490,375,93,38,2206
106041128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,31,55,63,40,18,9,226,85,42,59,42,50,17,3,300,0,3,5,3,0,0,0,16,516,613,602,588,496,155,25,2989
106041129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,58,75,61,122,120,46,493,29,37,37,35,36,35,6,211,0,6,3,4,3,5,5,25,303,422,433,447,472,279,81,2442
107011131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,12,8,0,0,0,0,0,0,11,53,194,279,221,148,40,17,951,321,186,137,132,114,48,8,946,3,7,3,4,3,0,0,23,1159,1047,1051,987,759,202,30,5228
107011132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,76,93,87,69,8,0,351,28,37,24,27,28,3,0,142,0,0,0,0,0,0,0,3,196,307,298,345,240,32,3,1423
107011133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,3,3,0,0,0,0,0,3,5,69,91,125,85,13,0,384,41,78,75,144,127,24,0,484,0,0,4,3,0,0,3,14,261,639,740,1083,949,119,9,3793
107011134,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,9,0,0,4,0,0,0,10,81,249,369,301,226,52,5,1294,281,196,218,199,192,57,0,1134,7,8,11,4,6,4,3,39,1667,2129,2279,2252,1878,359,27,10589
107011545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,22,97,109,98,66,16,3,402,49,64,46,45,47,20,9,281,0,0,0,0,0,0,0,7,269,390,352,379,314,77,16,1799
107011546,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,6,0,0,0,15,4,0,5,6,0,0,0,21,46,195,301,329,201,31,0,1100,295,221,175,210,227,48,0,1175,0,3,4,4,3,0,0,18,1145,1433,1421,1748,1494,255,11,7510
107011547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,20,35,30,12,11,0,104,26,18,19,13,17,3,0,90,0,0,0,0,0,0,0,0,87,101,109,111,87,14,0,513
107021135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,0,0,0,3,0,0,0,12,0,0,0,0,0,0,0,0,5,13,15,12,8,0,0,43
107031136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,4,0,0,0,0,0,0,3,32,165,195,163,102,39,0,697,147,99,88,73,67,14,0,485,0,6,0,0,4,0,5,14,635,641,612,590,431,111,13,3031
107031137,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,4,6,6,0,0,0,0,0,10,23,66,90,97,54,4,0,342,161,99,69,70,58,13,4,476,4,0,3,0,0,0,3,12,690,689,582,647,470,83,12,3172
107031138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,31,113,118,115,109,49,11,543,171,92,72,85,94,23,0,545,5,0,6,0,0,0,0,9,665,601,634,677,578,168,25,3360
107031139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,68,73,55,27,0,248,23,10,14,10,19,3,0,83,0,0,0,5,4,0,0,6,134,95,159,143,145,42,6,724
107031140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,65,129,114,122,86,32,564,104,45,39,39,40,17,3,283,3,0,0,0,0,0,0,9,469,382,414,402,376,158,43,2246
107031141,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,31,138,235,230,137,46,7,819,157,115,81,95,72,20,0,547,5,11,0,4,0,0,0,17,635,662,757,758,499,123,14,3444
107031142,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,4,5,3,0,0,0,0,0,9,77,215,286,252,147,29,3,1008,566,330,260,270,175,44,0,1644,6,6,5,4,0,9,0,32,1710,1545,1442,1466,1058,200,16,7437
107031143,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,4,0,0,3,26,140,200,183,125,33,0,700,173,146,122,95,121,35,4,690,4,3,0,9,5,0,0,17,716,805,802,797,654,178,16,3960
107041144,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,10,9,0,0,0,0,0,0,16,98,425,491,424,267,56,9,1769,374,191,147,126,121,39,8,1011,0,0,5,4,3,4,0,17,1340,1354,1267,1230,957,230,31,6419
107041145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,3,31,142,182,200,159,39,13,771,176,97,104,71,94,29,3,568,7,5,5,3,0,0,0,20,739,734,775,730,623,164,22,3784
107041146,0,7,3,0,0,0,0,8,0,0,5,0,0,0,0,5,5,5,0,0,0,0,0,15,9,11,9,0,0,0,0,18,181,550,744,756,407,120,17,2766,335,190,149,140,120,33,0,973,8,10,4,0,5,0,0,22,1199,1314,1375,1433,953,253,30,6554
107041147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,71,125,137,102,35,4,495,111,59,62,51,55,10,3,351,0,0,0,0,0,0,0,3,376,366,414,446,331,86,20,2044
107041148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,136,234,250,155,68,6,895,224,99,57,48,56,11,0,499,0,0,0,3,5,0,0,6,608,447,565,551,367,127,9,2676
107041150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,6,0,0,0,0,0,0,9,52,162,329,305,180,56,7,1080,240,138,136,123,137,37,5,810,4,0,4,0,0,0,0,11,869,766,950,930,727,172,16,4427
107041548,4,0,0,0,0,0,0,9,5,0,0,0,0,0,0,8,5,9,4,4,0,4,0,28,14,9,4,3,5,0,0,44,543,1696,1950,1816,985,171,24,7175,1081,842,547,506,443,120,17,3543,18,25,8,13,8,7,3,78,3744,4927,4640,4547,3067,687,76,21688
107041549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,3,0,0,11,0,11,0,5,3,0,0,13,72,239,354,323,193,48,6,1237,161,369,280,231,208,54,5,1319,7,9,4,7,3,0,3,35,805,2042,1820,1720,1352,308,32,8082
108011151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,9,25,34,63,77,39,26,260,30,22,22,30,28,13,8,151,0,0,5,0,3,0,4,15,156,167,191,334,347,114,42,1367
108011152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,12,0,3,5,0,0,0,0,12,7,29,73,90,85,58,14,354,157,87,98,104,133,53,6,635,14,4,8,15,3,4,5,46,865,799,880,1073,996,347,50,5010
108011153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,19,63,75,99,41,18,312,31,17,27,33,29,9,0,145,3,0,4,3,4,3,0,19,174,165,225,297,310,107,26,1306
108011154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,4,18,24,41,48,20,5,155,43,36,41,37,54,31,5,250,4,3,4,14,0,6,5,33,271,366,416,492,597,167,17,2329
108021155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,5,8,0,0,0,26,4,7,5,8,0,0,0,26,11,44,65,101,77,45,8,360,159,140,123,132,184,64,4,794,14,7,10,10,12,11,3,71,1087,1273,1371,1637,1543,420,50,7373
108021156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,45,90,137,74,36,400,31,13,21,23,43,21,0,145,3,0,4,0,7,0,4,22,189,244,274,389,443,169,63,1770
108021157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,21,15,29,33,19,3,130,36,47,32,40,57,14,4,228,0,0,0,3,10,4,4,29,281,350,413,543,541,129,19,2283
108021158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,3,0,0,4,5,9,29,46,34,24,12,152,52,32,31,33,66,11,0,222,9,6,3,9,5,0,3,28,284,281,365,423,473,125,29,1976
108021159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,39,62,104,117,66,36,439,36,10,20,11,12,10,0,103,0,3,0,5,4,5,0,18,179,176,228,286,282,141,55,1348
108021160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,17,28,28,47,23,5,152,40,27,18,25,35,11,0,154,0,0,0,4,3,4,0,11,215,195,193,233,301,85,10,1232
108031161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,5,0,0,26,0,16,7,7,7,0,0,36,0,0,0,0,0,0,0,4,15,55,52,45,59,20,6,257
108041162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,33,84,130,118,76,14,473,102,39,51,53,103,27,3,381,3,5,0,7,6,4,3,17,543,433,609,822,861,262,36,3567
108041164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,6,3,3,0,0,24,3,6,6,5,3,0,0,25,32,152,301,444,296,88,24,1345,377,285,229,250,272,84,6,1507,13,7,12,14,11,3,11,68,2154,2507,2693,3173,2578,629,81,13812
108041165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,22,39,82,105,82,26,360,25,3,15,6,23,9,0,81,0,0,0,4,0,0,5,12,126,136,171,222,278,162,44,1139
108041166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,6,44,72,89,65,44,16,335,86,63,45,64,84,29,5,369,5,0,0,5,5,0,4,18,571,665,752,903,748,215,42,3894
108041619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,5,0,0,0,12,10,0,3,5,0,0,0,14,18,58,127,183,158,54,18,623,303,140,116,101,113,32,4,813,8,8,3,4,9,5,4,34,1313,1037,1147,1300,1048,275,46,6162
108041620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,15,76,175,207,144,59,8,680,86,62,59,68,87,37,0,395,5,0,3,0,0,0,4,19,483,549,798,947,824,215,27,3837
108051167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,15,33,56,79,71,29,285,36,26,24,32,31,11,0,159,5,4,4,0,6,9,0,25,216,249,318,421,448,199,50,1889
108051168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,43,63,75,107,57,16,368,40,23,23,31,27,15,6,162,0,3,5,4,3,0,0,18,272,250,277,375,356,142,30,1689
108051169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,5,3,6,0,0,30,14,5,5,3,6,0,0,30,24,70,119,155,151,48,17,576,266,210,185,232,235,80,11,1217,17,12,12,22,16,11,8,103,1697,2078,2162,2543,2440,603,71,11598
108051170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,31,74,120,191,134,51,623,21,10,24,16,40,18,0,133,3,3,5,0,3,4,6,18,179,193,272,363,459,241,65,1778
108051171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,9,18,24,19,11,0,81,29,30,23,19,28,12,0,145,3,0,6,0,3,0,0,6,216,260,297,328,348,76,10,1530
109011172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,10,0,4,4,0,0,0,0,10,13,82,167,176,142,47,5,621,132,162,105,109,110,40,3,655,5,12,7,8,5,0,4,40,926,1549,1498,1405,1141,316,27,6864
109011173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,6,0,0,7,0,0,0,0,6,6,19,30,37,39,17,4,161,25,34,33,28,30,15,0,171,3,0,0,0,0,0,0,8,294,433,383,432,378,125,8,2053
109011174,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,8,16,5,12,3,0,0,48,12,18,8,10,3,0,0,47,42,198,332,393,230,71,10,1274,443,331,242,223,220,88,7,1556,13,17,11,12,13,0,14,77,2354,2871,2777,2872,2248,652,66,13836
109011175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,25,38,109,155,185,129,53,696,63,40,43,32,49,22,7,259,9,5,6,7,6,7,3,46,442,547,697,741,825,333,102,3682
109011176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,5,0,0,0,14,4,3,5,5,0,0,0,14,8,32,69,57,63,40,3,262,140,84,76,74,66,28,0,459,3,4,3,3,3,3,0,18,937,940,965,892,837,236,12,4815
109021177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,16,18,27,38,22,12,140,16,18,15,7,12,11,0,69,0,0,3,4,4,0,0,17,168,222,174,224,315,108,23,1233
109021178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,23,41,62,46,26,11,218,29,35,19,27,33,17,3,161,7,3,0,7,5,0,6,27,267,457,409,487,477,178,27,2305
109021179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,4,0,0,14,0,6,6,0,4,0,0,14,12,35,48,59,67,24,9,262,13,32,22,20,23,8,0,125,3,6,4,0,0,0,0,10,191,369,332,385,408,132,21,1833
109031180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,35,28,29,17,3,134,64,35,32,37,42,19,0,227,3,0,0,5,5,0,0,16,415,427,414,554,561,156,17,2548
109031181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,13,24,53,83,75,73,23,345,52,47,36,40,60,21,9,264,3,0,4,0,7,5,4,29,391,467,509,598,620,245,58,2898
109031182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,6,4,0,0,4,0,0,0,6,5,19,40,54,50,27,7,196,65,51,40,34,50,26,4,263,11,5,6,0,3,10,6,35,446,508,522,648,664,245,36,3076
109031183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0,3,0,0,8,28,63,91,121,160,133,60,649,31,36,37,47,56,24,4,235,6,3,4,5,13,4,6,39,299,467,461,572,705,319,101,2924
