POW_SA2_CODE_2021,M_EW_FT_ATSI,M_EW_FT_NI,M_EW_FT_Isns,M_EW_FT_Total,M_EW_PT_ATSI,M_EW_PT_NI,M_EW_PT_Isns,M_EW_PT_Total,M_EW_Em_afw_ATSI,M_EW_Em_afw_NI,M_EW_Em_afw_Isns,M_EW_Em_afw_Total,M_Tot_ATSI,M_Tot_NI,M_Tot_Isns,M_Tot_Total,F_EW_FT_ATSI,F_EW_FT_NI,F_EW_FT_Isns,F_EW_FT_Total,F_EW_PT_ATSI,F_EW_PT_NI,F_EW_PT_Isns,F_EW_PT_Total,F_EW_Em_afw_ATSI,F_EW_Em_afw_NI,F_EW_Em_afw_Isns,F_EW_Em_afw_Total,F_Tot_ATSI,F_Tot_NI,F_Tot_Isns,F_Tot_Total,P_EW_FT_ATSI,P_EW_FT_NI,P_EW_FT_Isns,P_EW_FT_Total,P_EW_PT_ATSI,P_EW_PT_NI,P_EW_PT_Isns,P_EW_PT_Total,P_EW_Em_afw_ATSI,P_EW_Em_afw_NI,P_EW_Em_afw_Isns,P_EW_Em_afw_Total,P_Tot_ATSI,P_Tot_NI,P_Tot_Isns,P_Tot_Total
216011407,21,1406,10,1434,8,387,6,404,3,135,0,143,40,1922,18,1978,5,779,5,789,11,999,7,1018,0,176,5,176,25,1951,15,1990,34,2185,9,2225,21,1383,17,1416,5,303,6,318,59,3877,32,3967
216011408,5,453,0,462,4,91,0,100,0,40,0,41,5,588,4,594,0,144,0,146,0,173,0,176,0,37,0,42,3,365,0,369,4,596,0,605,5,270,0,277,0,82,6,80,11,946,3,967
216011409,9,489,4,505,0,123,0,123,0,55,0,57,8,672,5,687,0,227,0,225,0,326,0,333,0,60,0,63,5,614,3,615,9,720,4,727,0,445,0,454,0,120,0,120,15,1281,6,1305
216011410,6,639,5,649,0,133,0,137,3,50,0,54,9,824,7,840,3,222,5,230,4,273,0,276,0,42,3,46,10,539,7,555,10,857,11,880,4,405,3,414,0,96,0,99,21,1365,13,1392
216021411,33,1317,7,1358,7,325,3,333,3,117,0,122,41,1751,14,1809,11,732,0,747,16,790,0,813,0,119,0,117,32,1636,5,1680,45,2043,13,2104,26,1118,10,1150,6,231,0,242,79,3396,18,3490
216021412,0,353,0,357,0,71,0,71,0,32,0,32,6,457,0,454,3,81,0,86,0,112,0,119,0,23,0,23,3,223,0,224,5,434,3,441,4,188,0,184,0,55,0,55,3,675,3,677
216021413,35,1800,14,1849,8,422,0,428,10,159,5,171,51,2381,19,2452,16,779,6,803,22,963,0,992,0,147,6,151,40,1891,12,1946,54,2576,19,2651,31,1390,3,1419,9,307,7,323,99,4270,26,4388
216021414,8,779,10,793,5,300,0,307,0,72,4,78,17,1148,11,1179,0,602,3,615,11,879,4,894,7,160,0,164,20,1644,8,1673,14,1381,10,1402,19,1180,5,1198,3,231,4,244,41,2792,18,2847
216031415,21,429,0,454,7,236,4,244,4,55,0,61,34,721,5,762,29,432,0,456,23,451,0,481,5,79,0,89,55,962,5,1018,49,858,3,910,33,694,5,727,11,137,3,148,90,1686,8,1785
216031416,117,5225,18,5356,34,1179,5,1226,13,367,6,381,161,6775,33,6964,95,3477,12,3583,79,3609,10,3700,14,562,3,575,188,7651,28,7864,213,8702,32,8942,114,4795,21,4932,24,933,5,963,350,14426,56,14831
216031418,6,743,4,752,3,151,0,153,0,51,0,51,7,946,7,960,4,220,0,225,0,203,0,201,0,37,0,37,6,461,0,469,14,963,5,982,3,357,0,356,0,89,0,89,18,1409,5,1428
216031419,41,1797,7,1843,9,439,0,449,4,143,4,154,52,2379,16,2443,8,779,4,787,3,714,3,726,3,119,0,128,20,1611,6,1636,46,2568,10,2627,11,1146,4,1168,11,266,6,283,71,3984,18,4079
216031593,5,696,0,706,4,221,0,226,0,47,0,47,9,964,0,975,9,322,3,330,11,433,4,455,0,72,0,77,22,830,6,857,9,1015,4,1031,16,658,4,674,0,119,0,121,32,1790,9,1830
216031594,59,2338,5,2397,32,810,5,839,13,240,4,252,99,3387,10,3495,59,1510,6,1579,59,1705,6,1769,6,320,4,330,127,3533,21,3676,113,3848,16,3977,96,2513,11,2612,17,562,4,585,221,6927,24,7172
217011420,29,1105,3,1138,14,279,9,300,0,97,3,100,43,1480,9,1532,21,508,4,537,14,615,4,631,0,103,0,109,43,1227,9,1282,56,1614,4,1668,28,900,6,939,3,201,7,208,83,2711,22,2815
217011421,23,1704,7,1731,8,536,11,552,3,147,0,150,35,2383,19,2435,21,1166,3,1191,29,1409,7,1450,5,238,3,240,54,2807,15,2875,42,2869,10,2923,41,1940,14,1997,7,384,7,398,91,5193,30,5315
217011422,36,1907,5,1953,15,583,0,602,8,205,0,213,54,2701,10,2767,25,938,5,964,19,1395,8,1426,0,207,0,216,54,2536,13,2603,58,2849,10,2920,38,1978,9,2027,11,415,0,426,107,5241,20,5369
217011423,11,1042,5,1056,0,279,0,279,0,72,0,72,11,1392,5,1409,5,425,6,432,0,475,4,480,0,86,0,82,6,985,10,1000,17,1467,7,1490,0,752,7,757,0,161,0,155,21,2377,13,2406
217031471,7,473,0,480,0,156,0,154,0,42,0,42,3,668,0,674,4,337,0,344,7,491,0,502,3,77,0,81,13,908,0,923,5,814,0,822,9,645,0,651,3,117,0,122,15,1579,3,1598
217031472,27,2693,20,2730,13,724,0,733,3,227,5,235,44,3640,18,3699,18,1471,9,1494,25,1908,10,1947,3,306,0,317,52,3679,16,3749,43,4157,22,4223,39,2627,10,2676,8,535,4,549,93,7326,36,7453
217031473,9,725,6,738,5,206,0,211,0,45,0,45,13,972,9,996,0,212,0,219,0,279,0,280,0,47,0,51,0,538,7,551,9,938,11,959,5,485,0,492,0,89,0,93,12,1518,14,1549
217031474,10,934,9,951,4,231,0,238,3,73,4,79,16,1234,10,1260,3,417,5,421,4,533,0,542,3,82,5,87,9,1043,7,1059,6,1354,9,1374,6,765,4,776,4,154,5,164,20,2273,21,2313
217031475,11,1524,6,1542,6,355,0,354,0,158,3,162,16,2039,13,2059,4,595,3,600,5,621,4,632,0,127,3,129,9,1337,9,1360,15,2118,7,2139,5,973,10,988,0,288,3,296,21,3382,25,3425
217031476,8,401,3,417,3,267,0,272,5,92,0,99,12,764,3,786,0,231,0,231,9,395,3,407,0,82,0,89,9,710,3,719,8,636,3,645,10,664,4,677,5,177,0,183,16,1474,9,1504
217041477,9,1122,6,1138,3,237,4,247,3,104,4,106,13,1459,11,1484,3,372,3,382,14,421,0,433,0,66,4,71,21,862,5,890,17,1493,10,1521,14,661,3,676,0,169,3,175,36,2318,19,2372
217041478,14,1333,0,1352,3,400,0,406,0,103,0,105,17,1842,0,1858,0,535,3,542,11,799,0,812,4,169,0,173,10,1508,6,1524,16,1872,3,1888,15,1197,3,1214,5,271,0,278,29,3349,4,3381
217041479,18,1446,6,1471,14,547,0,561,4,141,0,150,33,2137,8,2179,11,957,4,970,21,1469,9,1503,0,210,3,212,38,2630,13,2686,28,2402,9,2437,35,2017,9,2063,4,351,7,364,71,4771,26,4866
217041480,65,4511,13,4592,22,1340,3,1364,5,360,3,375,95,6213,21,6328,40,2846,4,2894,47,3592,11,3650,11,605,3,616,100,7045,21,7161,109,7356,28,7486,69,4934,14,5015,13,967,6,989,187,13252,42,13485
297979799,4,139,0,147,0,10,0,10,0,23,0,23,4,174,0,181,0,12,0,13,0,0,0,0,0,0,0,0,0,10,0,16,4,153,0,160,0,17,0,17,0,23,0,23,4,187,0,194
299999499,607,60585,222,61412,248,28778,111,29131,86,7581,66,7736,942,96942,396,98277,116,10596,36,10738,198,23075,71,23349,47,5014,44,5108,362,38681,154,39201,723,71176,255,72156,444,51855,182,52479,133,12595,111,12840,1297,135628,552,137478
301011001,5,462,0,474,10,345,0,363,0,77,0,77,19,889,4,911,19,580,6,599,25,833,0,859,6,192,0,196,45,1605,4,1658,20,1049,0,1070,34,1178,0,1214,7,270,0,276,63,2494,8,2567
301011002,13,774,3,794,3,297,0,302,0,91,0,97,22,1160,5,1186,6,415,0,421,7,507,6,520,4,89,0,96,15,1016,6,1029,20,1188,3,1213,14,801,0,817,5,190,0,190,37,2177,6,2222
301011003,13,463,0,475,0,318,0,321,5,66,0,70,17,851,0,868,13,495,0,507,18,909,0,936,4,155,0,157,35,1558,0,1604,24,961,0,981,22,1225,0,1252,8,221,0,226,53,2410,0,2469
301011004,84,3793,6,3886,35,1527,6,1567,9,384,0,393,125,5705,13,5846,53,2111,3,2163,68,2663,7,2736,23,621,5,645,144,5393,11,5544,131,5902,13,6047,100,4187,7,4303,30,1009,3,1043,268,11098,29,11392
301011005,0,198,0,203,0,71,0,72,0,22,0,22,4,290,0,295,7,57,0,62,0,87,0,93,0,19,0,19,8,167,0,173,9,253,0,263,0,159,0,161,0,39,0,39,10,451,4,472
301011006,7,459,0,461,4,251,0,254,0,80,0,76,9,783,0,793,9,453,0,459,9,632,0,637,3,170,0,179,21,1257,0,1270,15,909,0,923,6,880,0,887,6,248,0,259,26,2036,0,2067
301021007,41,2560,3,2606,24,984,4,1008,3,342,0,349,66,3891,8,3966,56,2480,6,2538,46,2787,11,2846,19,708,7,732,122,5972,23,6116,100,5040,8,5146,71,3773,19,3856,23,1048,7,1078,194,9861,32,10078
301021008,0,482,0,489,0,234,0,232,0,54,0,49,5,765,4,774,4,382,0,388,11,512,0,527,3,112,0,111,17,1002,3,1022,8,863,0,873,11,741,4,756,4,160,0,160,28,1764,6,1798
301021009,27,973,4,999,11,350,0,357,3,99,0,101,35,1418,4,1457,7,538,0,545,13,739,0,756,5,146,0,150,27,1423,0,1449,32,1510,4,1547,25,1091,0,1113,5,241,0,249,60,2847,6,2908
301021011,15,861,0,878,0,241,0,238,7,85,0,89,23,1185,0,1210,10,530,4,536,8,445,0,452,8,121,0,125,16,1092,4,1112,21,1385,5,1413,12,682,0,690,8,202,0,215,41,2274,5,2319
301021012,12,726,4,740,8,299,0,306,5,81,5,85,24,1100,3,1134,6,599,6,608,12,747,0,763,9,155,0,165,26,1507,3,1532,15,1322,4,1346,23,1045,0,1069,11,240,3,250,48,2610,9,2665
301021013,8,743,0,751,21,728,4,745,6,148,0,153,33,1616,7,1656,16,848,0,868,35,1531,4,1571,8,404,0,413,60,2784,6,2855,28,1593,4,1620,52,2254,10,2319,19,550,6,571,94,4398,15,4511
301021550,40,187,0,224,19,109,0,134,14,43,0,53,71,340,0,410,26,94,0,122,24,172,0,198,11,58,0,69,66,320,0,388,67,281,0,345,47,284,3,336,29,93,0,122,143,659,5,806
301021551,7,189,0,197,6,189,0,195,6,62,0,63,17,437,0,457,0,164,0,159,11,322,0,332,6,51,0,55,19,536,0,554,12,352,0,357,21,506,6,528,7,111,0,119,38,965,4,1005
301031014,92,4757,19,4864,27,673,0,705,6,351,0,363,122,5783,17,5929,32,1019,3,1058,11,300,0,317,6,90,0,95,51,1411,4,1469,120,5778,22,5922,42,975,0,1015,14,438,3,458,173,7196,24,7398
301031015,14,519,0,534,8,266,0,273,4,97,0,98,24,873,0,899,7,406,0,414,14,568,0,581,8,156,0,168,21,1134,3,1158,21,924,0,945,18,837,0,855,12,251,0,262,45,2003,3,2056
301031016,4,453,0,463,4,291,0,294,4,69,0,72,10,817,0,827,8,514,0,524,10,757,0,772,5,149,0,158,25,1423,6,1448,15,974,0,983,17,1047,0,1068,10,218,0,228,35,2239,6,2273
301031017,109,7526,18,7643,23,1107,4,1133,13,391,0,403,133,9023,20,9179,63,3433,9,3502,23,1218,8,1245,3,293,3,299,90,4936,17,5040,170,10955,22,11148,40,2325,9,2377,12,681,3,704,224,13964,33,14225
301031018,42,1806,0,1847,12,472,0,484,3,187,0,192,55,2463,3,2519,16,733,3,754,17,630,0,646,3,166,0,173,38,1528,8,1572,56,2537,3,2599,29,1101,0,1129,6,354,0,366,97,3993,4,4090
301031019,14,1251,0,1266,5,302,0,306,3,85,0,84,24,1638,0,1662,8,422,0,430,8,385,0,396,0,81,0,81,14,890,0,907,23,1677,0,1699,10,686,0,699,3,162,0,172,34,2527,0,2567
301031020,35,1090,0,1119,5,546,0,554,3,128,0,140,42,1766,8,1817,33,890,0,920,26,1216,3,1242,14,275,0,289,69,2381,10,2453,56,1978,3,2036,32,1762,4,1801,15,409,3,429,113,4147,13,4270
301031021,92,3533,5,3630,36,933,3,968,9,245,0,254,136,4708,9,4845,18,1252,0,1271,26,1168,4,1198,13,241,0,251,56,2660,6,2718,110,4784,6,4895,59,2100,7,2166,17,483,5,503,192,7367,17,7569
302011022,6,321,0,326,0,172,0,168,0,45,0,46,8,533,0,540,3,379,0,388,4,422,5,432,0,96,0,98,12,896,5,922,12,701,0,708,12,588,5,600,3,145,0,144,22,1433,5,1454
302011023,0,302,0,304,4,100,0,107,0,22,0,22,4,433,0,432,0,168,0,168,0,217,0,218,0,41,0,42,0,429,0,428,0,474,0,474,3,321,0,323,0,66,0,63,6,858,0,861
302011024,15,609,0,624,3,260,0,264,7,73,0,81,22,947,0,970,8,566,4,577,8,571,4,588,4,134,0,135,20,1273,5,1299,22,1178,4,1199,10,836,4,849,9,207,0,217,41,2216,5,2267
302011025,17,444,0,461,4,359,0,364,3,90,0,92,20,896,0,918,10,419,6,434,7,633,5,643,6,181,0,187,20,1232,6,1259,23,864,5,893,11,989,5,999,10,267,0,282,40,2127,9,2173
302011026,7,356,0,364,0,223,0,224,4,40,0,44,14,619,0,632,4,428,0,431,12,712,4,722,0,134,0,134,15,1266,4,1285,14,782,0,792,12,933,4,944,7,173,0,178,28,1888,4,1922
302021027,15,1049,0,1070,17,796,0,818,7,161,0,161,42,2004,0,2045,19,1064,0,1089,32,1421,6,1457,3,308,0,309,58,2798,7,2852,43,2114,0,2161,51,2217,6,2272,5,466,0,472,97,4800,5,4907
302021028,62,3042,6,3111,32,1507,4,1545,15,611,0,627,111,5158,12,5278,121,4329,7,4456,98,4785,8,4893,37,1684,3,1726,255,10799,15,11071,183,7366,15,7560,128,6291,11,6438,54,2297,3,2353,365,15959,26,16353
302021029,0,174,0,180,0,90,0,92,0,29,0,29,7,296,0,301,4,213,0,212,4,296,0,292,0,64,0,64,9,564,0,575,3,387,0,391,7,378,0,386,0,98,0,98,13,861,0,875
302021030,101,3717,8,3828,17,604,0,629,10,276,4,295,132,4593,12,4747,20,1083,3,1111,20,690,4,715,5,165,0,168,45,1945,4,1992,126,4799,10,4933,42,1295,3,1342,16,442,4,460,182,6536,22,6735
302021031,20,1447,5,1468,13,524,0,530,0,134,0,134,32,2101,3,2138,18,1027,3,1044,16,1004,0,1024,4,233,0,235,39,2262,4,2303,42,2469,3,2512,27,1528,0,1561,4,365,0,370,71,4366,10,4441
302021032,17,1758,9,1786,12,608,0,625,3,197,0,203,37,2567,9,2608,16,940,3,956,25,1051,0,1072,14,264,0,279,49,2255,3,2309,32,2702,8,2741,34,1664,0,1696,18,465,0,479,83,4821,11,4917
302021033,0,183,0,189,3,122,0,134,0,22,0,22,10,337,0,340,0,234,0,238,5,332,0,339,0,54,0,57,8,622,0,630,4,424,0,423,15,459,0,466,0,82,0,78,11,958,0,971
302021034,8,402,0,413,4,176,0,180,0,34,0,27,15,609,3,627,4,332,0,339,8,446,0,454,5,123,0,121,18,899,0,919,12,733,0,750,14,622,0,634,0,154,0,154,31,1512,5,1542
302031035,5,541,3,552,9,251,0,263,0,94,0,98,17,885,0,909,9,384,0,392,8,398,0,408,0,120,0,121,21,905,0,921,12,926,3,944,16,651,0,670,7,213,0,219,39,1792,0,1829
302031036,169,10510,17,10697,40,2377,7,2425,31,1107,8,1149,243,13997,30,14263,85,3617,0,3707,53,2075,3,2125,33,1050,6,1086,164,6746,13,6919,256,14130,18,14403,88,4451,8,4549,63,2153,12,2231,404,20736,43,21187
302031037,168,7676,12,7853,26,1067,0,1098,10,515,0,529,200,9260,14,9469,43,2273,3,2322,23,948,0,974,10,309,0,314,73,3534,6,3612,209,9947,18,10173,51,2019,4,2069,13,822,0,840,266,12793,23,13081
302031038,92,6126,8,6223,24,1141,0,1167,3,416,0,424,120,7681,16,7815,39,2127,0,2172,22,1240,9,1271,6,291,7,296,72,3659,15,3737,132,8254,13,8403,48,2382,9,2438,6,703,5,720,190,11336,28,11554
302031039,84,4030,12,4120,22,837,0,861,10,251,3,264,117,5118,14,5246,45,2059,4,2111,21,1106,0,1132,9,258,0,273,78,3422,8,3507,130,6084,15,6230,42,1943,6,1989,22,510,8,535,192,8542,21,8751
302031040,30,1186,0,1215,19,696,0,718,0,184,0,185,48,2059,0,2114,35,1248,0,1287,29,1241,0,1275,4,407,0,408,69,2903,0,2973,61,2437,0,2498,49,1938,0,1992,6,585,0,594,120,4963,0,5084
302041041,12,545,0,555,13,373,0,388,0,106,0,105,25,1020,0,1048,15,555,0,566,19,683,0,697,4,143,0,149,36,1379,6,1413,25,1094,0,1123,25,1053,3,1086,3,246,0,253,62,2403,0,2466
302041042,11,341,0,350,3,148,0,155,0,53,0,53,13,544,0,559,15,436,0,453,16,604,3,624,4,124,0,125,30,1164,3,1200,23,775,3,802,19,756,3,778,3,176,0,177,48,1708,6,1760
302041043,7,279,0,283,4,150,0,147,0,35,0,35,6,462,0,465,4,246,0,247,4,274,0,282,0,67,0,67,13,586,0,601,10,525,0,527,8,427,0,431,0,104,0,104,20,1048,0,1069
302041044,17,775,3,794,3,466,0,472,5,103,0,108,22,1351,4,1378,11,663,5,681,20,873,6,898,7,188,0,196,40,1724,9,1775,26,1436,7,1475,29,1342,6,1373,11,298,4,306,64,3077,9,3151
302041045,9,334,0,342,5,295,0,297,4,68,0,72,14,695,4,712,21,400,0,423,32,655,0,688,3,158,0,166,59,1215,0,1273,26,731,0,760,36,954,4,987,8,234,0,242,71,1918,4,1988
302041046,37,758,0,800,10,256,0,264,7,84,0,90,48,1098,0,1149,25,642,0,665,26,490,0,512,3,112,0,113,48,1244,5,1295,60,1401,0,1465,30,739,6,776,7,197,0,202,102,2341,0,2446
303011047,15,583,0,594,3,322,0,328,0,78,0,78,19,981,0,1003,8,472,0,478,5,703,0,711,0,152,0,153,16,1323,6,1339,19,1055,0,1076,9,1032,0,1037,4,225,0,226,31,2308,6,2345
303011048,42,1721,3,1765,10,650,0,665,4,179,0,189,63,2554,6,2621,26,1452,3,1479,23,1138,4,1173,5,260,4,273,58,2856,8,2921,69,3170,6,3247,35,1791,6,1840,14,442,5,460,117,5408,15,5544
303011049,10,717,0,727,3,320,4,325,3,120,0,123,17,1161,4,1184,13,524,0,528,8,671,0,685,6,172,0,173,20,1365,0,1390,19,1240,0,1260,17,995,4,1015,8,295,0,303,42,2523,5,2575
303011050,12,252,0,268,0,147,0,149,0,31,0,33,12,431,0,447,0,243,0,242,4,332,0,336,3,57,0,57,6,633,4,644,13,498,0,511,3,483,0,485,5,87,0,94,18,1064,4,1091
303011051,14,787,0,802,11,827,6,840,7,266,0,275,32,1883,7,1917,13,850,5,867,32,1799,6,1834,13,801,0,817,54,3450,6,3508,21,1640,6,1665,43,2624,9,2671,17,1068,0,1088,84,5330,13,5431
303021052,12,583,0,596,12,458,0,473,0,106,0,104,27,1143,4,1172,10,591,0,601,13,748,0,760,6,158,4,169,26,1505,0,1533,21,1175,3,1198,26,1210,4,1233,4,263,4,269,55,2643,3,2703
303021053,36,1810,7,1852,14,778,5,792,5,223,0,226,55,2808,8,2869,16,1510,0,1520,15,1610,0,1627,10,364,0,370,35,3480,0,3522,55,3317,7,3373,30,2386,5,2415,11,583,0,599,92,6287,8,6389
303021054,11,791,0,806,3,282,0,286,4,80,0,83,21,1152,5,1180,17,562,0,580,0,435,0,441,0,114,0,116,20,1111,0,1138,28,1351,0,1387,10,720,0,730,3,196,0,202,41,2269,3,2315
303021055,22,1484,8,1514,3,712,0,724,0,171,0,178,31,2371,11,2409,26,2066,0,2090,18,2027,3,2051,10,437,3,449,52,4527,6,4591,46,3548,5,3599,27,2746,0,2773,12,608,3,617,85,6898,13,6996
303021056,4,457,0,459,0,242,0,244,3,46,0,52,11,747,3,760,5,381,0,389,9,500,0,506,0,105,0,107,13,986,3,1002,8,839,4,852,8,740,0,748,4,151,0,160,19,1732,7,1755
303021057,0,301,0,300,0,129,0,133,0,43,0,40,0,472,3,477,5,248,0,256,0,298,3,305,0,85,0,82,4,633,0,641,6,549,0,556,0,429,5,435,0,129,0,127,6,1104,8,1115
303021058,76,4470,15,4561,27,1362,3,1392,8,520,3,534,116,6351,17,6484,98,5014,10,5120,65,3851,6,3924,22,1054,6,1078,183,9916,19,10116,178,9487,20,9682,91,5213,7,5314,32,1574,6,1608,296,16273,33,16601
303021059,34,1581,3,1622,9,505,4,521,0,175,0,178,45,2267,3,2320,13,787,3,804,13,816,0,825,3,198,0,201,29,1799,3,1832,52,2371,7,2423,19,1324,5,1348,8,374,0,382,69,4068,13,4155
303031060,46,4459,4,4513,20,883,3,909,3,274,0,279,69,5624,12,5708,62,3848,7,3910,31,1798,3,1833,10,429,0,442,98,6076,7,6186,104,8311,9,8424,53,2683,7,2745,16,704,5,720,178,11699,23,11896
303031061,13,416,0,427,5,301,0,306,6,113,0,117,16,831,0,845,4,333,0,336,3,485,0,492,4,146,0,148,8,966,0,975,15,744,0,761,10,783,0,797,8,256,0,262,24,1790,0,1817
303031062,28,1943,0,1975,4,467,0,470,5,188,0,196,40,2598,4,2642,15,979,0,994,5,853,0,863,3,173,0,174,24,2004,4,2035,43,2919,5,2972,13,1318,4,1334,6,365,0,372,68,4606,7,4674
303031063,21,1190,4,1221,9,722,4,738,0,135,0,140,31,2058,9,2096,31,1171,0,1195,20,1436,5,1459,6,286,0,291,54,2888,5,2946,49,2359,4,2416,23,2164,12,2199,5,422,0,431,87,4946,13,5039
303031064,15,1001,0,1020,0,433,0,439,0,80,0,80,18,1514,0,1535,9,715,0,719,9,760,0,772,3,150,0,156,16,1624,5,1647,22,1718,0,1736,6,1195,0,1208,3,228,0,230,34,3138,9,3178
303031065,57,2465,10,2534,26,1317,5,1345,9,455,0,467,94,4239,13,4337,69,2719,7,2793,55,2674,3,2725,22,992,4,1019,136,6388,17,6537,123,5183,15,5322,72,3991,7,4074,33,1447,8,1483,232,10620,26,10878
303031066,4,379,0,378,6,274,0,275,0,53,0,58,9,702,0,716,6,334,0,340,6,548,0,553,0,82,0,81,10,960,0,972,12,710,0,717,10,816,0,829,0,134,3,138,19,1666,0,1687
303041067,44,3222,12,3273,15,724,3,743,3,252,0,256,65,4198,10,4277,11,1571,0,1584,10,1140,4,1150,4,275,0,284,24,2991,5,3015,52,4796,8,4860,25,1865,9,1887,13,528,0,540,91,7186,13,7293
303041068,32,1107,0,1132,13,424,0,434,0,123,0,125,43,1656,0,1697,7,486,3,500,11,559,0,571,3,103,0,103,24,1151,3,1171,40,1594,5,1637,20,987,0,1007,7,222,0,230,65,2801,5,2868
303041069,0,333,0,331,0,324,0,329,0,114,0,115,7,761,7,769,4,324,0,325,7,520,4,534,0,125,0,126,9,971,4,984,4,654,0,657,12,842,5,862,3,232,0,242,19,1731,3,1757
303041070,62,3628,8,3695,15,854,0,872,11,263,6,278,86,4744,9,4844,52,1986,0,2034,26,1202,0,1230,8,286,3,300,81,3475,3,3560,108,5608,8,5729,41,2055,5,2097,23,550,11,578,170,8215,17,8403
303041071,5,331,0,327,0,185,0,190,0,41,0,41,6,559,6,561,7,281,0,287,8,441,0,451,0,79,0,77,9,801,0,814,7,609,0,617,7,628,0,634,0,119,0,122,20,1354,6,1375
303051072,3,216,0,219,0,138,0,138,0,41,0,44,10,390,0,395,3,206,0,209,0,313,4,323,0,81,0,83,7,603,7,614,6,420,0,425,3,449,4,458,4,122,0,125,11,993,7,1007
303051073,30,1466,6,1500,3,665,0,670,3,184,0,185,39,2314,0,2360,14,1145,0,1163,17,1281,3,1296,3,249,0,252,37,2671,4,2712,43,2616,7,2662,20,1939,0,1966,6,432,0,443,76,4986,3,5069
303051074,110,5167,9,5288,31,1378,0,1412,14,371,0,394,161,6921,8,7089,27,1358,0,1387,13,838,0,858,3,176,3,183,42,2377,7,2425,137,6523,13,6669,41,2218,4,2266,17,553,7,577,197,9290,23,9514
303051075,17,1222,0,1240,7,468,6,479,3,107,5,114,28,1792,11,1829,10,541,3,552,15,614,3,625,3,108,0,120,22,1271,3,1298,27,1763,0,1794,19,1078,4,1106,3,220,0,227,51,3064,14,3126
303051076,359,15215,41,15607,78,2602,8,2684,33,1015,3,1051,465,18830,55,19350,83,4273,11,4370,52,2290,3,2348,21,571,8,599,157,7135,23,7317,443,19490,52,19977,127,4889,14,5030,59,1594,12,1655,627,25967,77,26668
303061077,0,198,0,202,0,144,0,144,0,28,0,28,0,373,0,372,0,177,0,181,0,276,0,278,0,37,0,37,0,493,0,496,4,378,0,378,0,420,0,418,0,65,0,65,4,861,4,867
303061078,0,423,0,425,0,386,4,387,0,88,0,94,0,892,5,900,9,390,0,396,6,552,0,560,3,103,0,106,11,1050,0,1062,3,808,0,821,7,940,5,946,3,192,0,196,13,1940,8,1963
303061079,5,449,0,451,0,375,0,375,4,113,0,119,4,936,0,945,11,666,0,675,11,837,0,843,0,177,0,184,20,1675,0,1698,11,1113,0,1122,14,1207,0,1220,3,292,0,296,26,2614,3,2645
303061080,9,745,0,754,10,624,0,635,0,133,3,136,19,1503,4,1526,7,816,3,822,13,1148,3,1162,0,251,0,259,27,2214,10,2247,14,1560,5,1578,26,1770,3,1803,7,381,4,395,44,3714,9,3772
304011081,13,514,4,523,7,471,0,479,6,132,0,138,28,1118,3,1145,12,550,0,569,19,980,4,1005,12,332,0,343,50,1861,4,1916,23,1066,3,1094,33,1454,4,1488,15,460,0,480,71,2976,4,3059
304011082,4,228,0,230,0,143,0,143,0,46,0,46,4,423,0,423,9,254,0,265,6,413,0,425,0,105,0,104,16,775,0,790,5,480,0,496,9,560,0,567,0,152,0,158,17,1199,0,1210
304011083,0,81,0,81,0,51,0,51,0,10,0,10,0,141,0,141,0,57,0,57,0,68,0,65,0,13,0,13,0,133,0,138,0,136,0,136,0,119,0,122,0,22,0,22,0,275,0,279
304011084,35,1661,7,1699,6,548,0,558,6,197,0,207,44,2415,6,2464,10,888,4,899,16,943,0,957,4,261,0,271,29,2094,6,2128,45,2548,8,2597,21,1494,3,1518,9,463,0,472,74,4506,11,4587
304011085,0,101,0,102,0,50,0,50,0,3,0,3,0,147,0,148,0,39,0,39,0,87,0,87,0,13,0,13,0,139,0,139,0,139,0,140,0,133,0,133,0,19,0,19,0,290,0,292
304021086,0,311,0,308,0,257,0,263,3,74,0,72,9,638,0,646,3,253,0,257,8,415,0,423,0,96,0,95,10,770,0,774,3,563,0,561,9,676,0,687,4,169,0,168,23,1406,0,1425
304021087,7,497,0,507,4,265,0,267,0,76,0,74,10,837,0,846,13,520,0,528,6,574,0,587,3,160,0,162,22,1251,0,1276,22,1011,0,1037,11,840,0,851,3,234,3,238,34,2082,3,2122
304021088,0,329,0,330,0,249,3,250,0,77,0,77,0,649,0,660,0,259,0,259,8,466,0,468,4,113,0,116,11,835,0,842,0,585,0,589,8,711,0,720,4,187,0,188,10,1486,0,1501
304021089,0,189,0,188,0,93,0,97,0,21,0,21,3,298,0,298,0,223,0,221,0,241,0,241,0,71,0,71,0,533,0,537,3,409,0,414,5,333,0,338,0,85,0,85,4,831,0,837
304021090,3,442,0,449,0,344,0,346,0,69,0,71,5,856,0,865,3,486,0,491,11,718,0,726,0,163,0,166,14,1365,0,1384,8,928,0,936,15,1062,0,1076,0,231,0,236,26,2218,4,2246
304021091,4,487,0,495,0,164,0,167,0,45,0,45,6,702,0,705,3,280,0,280,4,298,0,304,0,53,0,53,12,630,0,642,6,767,0,774,9,465,0,475,0,99,0,99,17,1331,5,1351
304031092,6,388,0,397,3,250,0,252,0,63,0,64,12,700,0,710,4,329,0,331,4,541,0,545,0,131,0,133,5,1004,3,1010,6,717,0,729,5,786,0,793,0,196,5,198,14,1705,0,1722
