POW_SA2_CODE_2021,M_EWFT_15_19_E,M_EWFT_15_19_OM_IE,M_EWFT_15_19_OM_UIE,M_EWFT_15_19_CFW,M_EWFT_15_19_ES_NS,M_EWFT_15_19_Tot,M_EWFT_20_24_E,M_EWFT_20_24_OM_IE,M_EWFT_20_24_OM_UIE,M_EWFT_20_24_CFW,M_EWFT_20_24_ES_NS,M_EWFT_20_24_Tot,M_EWFT_25_29_E,M_EWFT_25_29_OM_IE,M_EWFT_25_29_OM_UIE,M_EWFT_25_29_CFW,M_EWFT_25_29_ES_NS,M_EWFT_25_29_Tot,M_EWFT_30_34_E,M_EWFT_30_34_OM_IE,M_EWFT_30_34_OM_UIE,M_EWFT_30_34_CFW,M_EWFT_30_34_ES_NS,M_EWFT_30_34_Tot,M_EWFT_35_39_E,M_EWFT_35_39_OM_IE,M_EWFT_35_39_OM_UIE,M_EWFT_35_39_CFW,M_EWFT_35_39_ES_NS,M_EWFT_35_39_Tot,M_EWFT_40_44_E,M_EWFT_40_44_OM_IE,M_EWFT_40_44_OM_UIE,M_EWFT_40_44_CFW,M_EWFT_40_44_ES_NS,M_EWFT_40_44_Tot,M_EWFT_45_49_E,M_EWFT_45_49_OM_IE,M_EWFT_45_49_OM_UIE,M_EWFT_45_49_CFW,M_EWFT_45_49_ES_NS,M_EWFT_45_49_Tot,M_EWFT_50_54_E,M_EWFT_50_54_OM_IE,M_EWFT_50_54_OM_UIE,M_EWFT_50_54_CFW,M_EWFT_50_54_ES_NS,M_EWFT_50_54_Tot,M_EWFT_55_59_E,M_EWFT_55_59_OM_IE,M_EWFT_55_59_OM_UIE,M_EWFT_55_59_CFW,M_EWFT_55_59_ES_NS,M_EWFT_55_59_Tot,M_EWFT_60_64_E,M_EWFT_60_64_OM_IE,M_EWFT_60_64_OM_UIE,M_EWFT_60_64_CFW,M_EWFT_60_64_ES_NS,M_EWFT_60_64_Tot,M_EWFT_65_69_E,M_EWFT_65_69_OM_IE,M_EWFT_65_69_OM_UIE,M_EWFT_65_69_CFW,M_EWFT_65_69_ES_NS,M_EWFT_65_69_Tot,M_EWFT_70_74_E,M_EWFT_70_74_OM_IE,M_EWFT_70_74_OM_UIE,M_EWFT_70_74_CFW,M_EWFT_70_74_ES_NS,M_EWFT_70_74_Tot,M_EWFT_75ov_E,M_EWFT_75ov_OM_IE,M_EWFT_75ov_OM_UIE,M_EWFT_75ov_CFW,M_EWFT_75ov_ES_NS,M_EWFT_75ov_Tot,M_EWFT_Tot_E,M_EWFT_Tot_OM_IE,M_EWFT_Tot_OM_UIE,M_EWFT_Tot_CFW,M_EWFT_Tot_ES_NS,M_EWFT_Tot_Tot,M_EWPT_15_19_E,M_EWPT_15_19_OM_IE,M_EWPT_15_19_OM_UIE,M_EWPT_15_19_CFW,M_EWPT_15_19_ES_NS,M_EWPT_15_19_Tot,M_EWPT_20_24_E,M_EWPT_20_24_OM_IE,M_EWPT_20_24_OM_UIE,M_EWPT_20_24_CFW,M_EWPT_20_24_ES_NS,M_EWPT_20_24_Tot,M_EWPT_25_29_E,M_EWPT_25_29_OM_IE,M_EWPT_25_29_OM_UIE,M_EWPT_25_29_CFW,M_EWPT_25_29_ES_NS,M_EWPT_25_29_Tot,M_EWPT_30_34_E,M_EWPT_30_34_OM_IE,M_EWPT_30_34_OM_UIE,M_EWPT_30_34_CFW,M_EWPT_30_34_ES_NS,M_EWPT_30_34_Tot,M_EWPT_35_39_E,M_EWPT_35_39_OM_IE,M_EWPT_35_39_OM_UIE,M_EWPT_35_39_CFW,M_EWPT_35_39_ES_NS,M_EWPT_35_39_Tot,M_EWPT_40_44_E,M_EWPT_40_44_OM_IE,M_EWPT_40_44_OM_UIE,M_EWPT_40_44_CFW,M_EWPT_40_44_ES_NS,M_EWPT_40_44_Tot,M_EWPT_45_49_E,M_EWPT_45_49_OM_IE,M_EWPT_45_49_OM_UIE,M_EWPT_45_49_CFW,M_EWPT_45_49_ES_NS,M_EWPT_45_49_Tot,M_EWPT_50_54_E,M_EWPT_50_54_OM_IE,M_EWPT_50_54_OM_UIE,M_EWPT_50_54_CFW,M_EWPT_50_54_ES_NS,M_EWPT_50_54_Tot,M_EWPT_55_59_E,M_EWPT_55_59_OM_IE,M_EWPT_55_59_OM_UIE,M_EWPT_55_59_CFW,M_EWPT_55_59_ES_NS,M_EWPT_55_59_Tot,M_EWPT_60_64_E,M_EWPT_60_64_OM_IE,M_EWPT_60_64_OM_UIE,M_EWPT_60_64_CFW,M_EWPT_60_64_ES_NS,M_EWPT_60_64_Tot,M_EWPT_65_69_E,M_EWPT_65_69_OM_IE,M_EWPT_65_69_OM_UIE,M_EWPT_65_69_CFW,M_EWPT_65_69_ES_NS,M_EWPT_65_69_Tot,M_EWPT_70_74_E,M_EWPT_70_74_OM_IE,M_EWPT_70_74_OM_UIE,M_EWPT_70_74_CFW,M_EWPT_70_74_ES_NS,M_EWPT_70_74_Tot,M_EWPT_75ov_E,M_EWPT_75ov_OM_IE,M_EWPT_75ov_OM_UIE,M_EWPT_75ov_CFW,M_EWPT_75ov_ES_NS,M_EWPT_75ov_Tot,M_EWPT_Tot_E,M_EWPT_Tot_OM_IE,M_EWPT_Tot_OM_UIE,M_EWPT_Tot_CFW,M_EWPT_Tot_ES_NS,M_EWPT_Tot_Tot,M_EAFW_E,M_EAFW_OM_IE,M_EAFW_OM_UIE,M_EAFW_CFW,M_EAFW_ES_NS,M_EAFW_Tot,M_H_NS_E,M_H_NS_OM_IE,M_H_NS_OM_UIE,M_H_NS_CFW,M_H_NS_ES_NS,M_H_NS_Tot,M_Tot_E,M_Tot_OM_IE,M_Tot_OM_UIE,M_Tot_CFW,M_Tot_ES_NS,M_Tot_Tot,F_EWFT_15_19_E,F_EWFT_15_19_OM_IE,F_EWFT_15_19_OM_UIE,F_EWFT_15_19_CFW,F_EWFT_15_19_ES_NS,F_EWFT_15_19_Tot,F_EWFT_20_24_E,F_EWFT_20_24_OM_IE,F_EWFT_20_24_OM_UIE,F_EWFT_20_24_CFW,F_EWFT_20_24_ES_NS,F_EWFT_20_24_Tot,F_EWFT_25_29_E,F_EWFT_25_29_OM_IE
505011080,0,0,0,0,0,0,30,0,0,0,0,30,21,3,0,0,0,28,24,7,0,0,0,29,32,6,0,0,0,46,24,14,8,0,0,42,16,7,13,0,3,33,31,19,9,0,0,59,15,16,3,0,0,30,15,11,13,0,0,36,3,3,5,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,218,82,48,5,3,360,45,0,0,0,0,45,20,0,0,0,0,20,9,0,0,0,0,9,13,0,0,0,0,13,0,3,3,0,0,9,3,0,3,0,0,7,4,6,3,5,0,9,3,0,6,0,0,22,4,3,8,0,0,15,0,4,13,0,0,21,7,0,4,0,0,13,3,4,3,0,0,13,0,0,0,0,0,3,117,24,41,3,0,190,4,0,0,0,0,9,5,0,0,0,0,11,349,112,94,11,3,561,0,0,0,0,0,0,27,0,0,0,0,29,42,0
505011081,10,0,0,0,0,10,18,0,0,0,0,17,28,0,7,0,0,33,13,7,4,0,0,23,19,14,12,0,0,41,22,7,12,4,0,43,17,5,10,0,0,40,19,3,11,3,0,36,20,3,4,0,0,29,13,6,6,0,0,25,7,0,0,0,0,12,0,0,0,0,0,7,0,0,0,0,0,0,187,61,69,8,0,317,21,0,0,0,0,23,16,0,0,0,0,21,11,0,0,0,0,17,3,0,3,0,0,7,4,0,6,0,0,10,4,0,0,0,0,7,4,0,9,0,0,13,5,6,3,0,0,9,0,0,3,0,0,5,11,0,6,0,0,16,5,0,6,3,0,14,4,0,3,0,0,9,3,0,0,0,0,4,98,12,34,5,0,149,11,0,4,0,0,12,8,0,0,0,0,9,300,74,105,12,0,490,0,0,0,0,0,0,36,0,0,0,0,36,39,5
505011082,4,0,0,0,0,4,12,0,0,0,0,17,19,0,5,0,0,25,19,4,3,0,0,32,23,12,3,0,0,38,31,12,4,0,0,44,16,24,7,0,0,43,20,23,17,4,0,55,15,18,4,0,0,34,19,14,10,0,0,46,10,12,8,0,0,28,0,3,3,0,0,6,0,0,0,0,0,4,188,123,59,3,6,378,38,0,0,0,0,40,30,0,3,0,0,31,8,0,0,0,0,10,4,0,0,0,0,6,3,0,5,0,0,6,6,0,6,0,0,12,4,3,0,0,0,8,0,11,3,0,0,19,4,5,9,0,0,18,4,13,11,0,0,29,8,11,3,3,0,25,5,5,7,0,0,25,3,5,0,3,0,4,112,52,55,12,0,224,7,6,0,0,0,14,8,3,0,0,4,13,309,179,116,14,10,623,0,0,0,0,0,0,25,0,4,0,0,26,25,0
505011083,3,0,0,0,0,3,21,0,0,0,0,23,35,0,0,0,0,36,19,10,4,0,0,34,16,15,0,0,0,31,18,11,4,0,0,32,16,11,9,0,0,33,19,4,8,0,0,40,11,16,12,0,0,35,19,7,7,0,0,31,6,3,3,0,0,14,3,0,3,0,0,3,0,0,0,0,0,0,194,75,50,3,4,319,53,0,3,0,0,58,55,0,6,0,0,58,19,0,5,0,0,21,7,4,4,0,0,11,6,0,5,0,0,7,0,0,3,0,0,6,3,6,3,0,0,12,4,4,3,0,0,10,4,3,9,0,0,16,9,3,7,0,3,20,13,5,8,3,0,21,5,0,5,0,0,6,0,3,0,0,0,5,174,24,55,6,3,263,12,5,3,0,0,20,9,3,6,0,0,11,381,110,112,9,5,619,4,0,0,0,0,4,27,0,0,0,0,31,38,0
505021084,173,0,0,0,0,169,478,8,5,0,0,498,571,16,5,0,0,598,708,50,23,0,0,783,688,85,41,0,0,823,590,89,22,4,0,707,632,94,26,8,4,760,567,84,33,3,3,688,461,74,36,0,0,565,308,55,18,0,0,389,102,29,13,0,0,142,17,15,8,0,0,38,4,8,3,0,0,13,5298,599,246,22,13,6170,181,0,0,0,0,189,188,0,3,0,0,194,119,3,3,0,0,121,111,7,8,0,0,128,71,4,8,0,0,83,68,7,9,5,0,93,44,10,10,4,0,71,54,5,11,0,0,72,47,11,9,0,3,70,58,11,17,0,0,88,51,14,18,0,0,87,32,12,9,6,0,55,18,5,6,3,0,37,1047,91,117,19,12,1281,185,15,15,5,6,217,94,7,11,0,12,122,6614,711,384,42,36,7787,33,0,0,0,0,33,189,0,0,0,0,189,287,6
505021085,4,0,0,0,0,4,26,0,0,0,0,31,28,3,7,0,0,37,30,7,14,0,0,47,38,4,13,0,0,58,32,6,14,0,0,54,45,5,16,0,0,64,39,4,14,0,0,54,37,4,6,0,0,53,40,0,8,0,0,46,11,3,4,0,0,18,6,0,0,0,0,5,0,0,0,0,0,0,329,40,97,0,7,474,30,0,0,0,0,30,26,0,5,0,0,34,26,4,10,0,0,41,14,0,10,0,0,23,12,4,5,0,0,18,8,3,11,0,0,15,9,6,9,0,0,27,9,0,13,0,0,28,11,0,11,0,3,27,8,0,7,0,5,18,13,5,9,0,0,19,4,3,9,0,0,6,10,0,0,0,0,10,165,23,92,8,6,291,16,3,8,0,0,26,14,0,0,0,5,28,529,69,201,8,16,823,4,0,0,0,0,4,22,0,0,0,0,24,51,0
505021087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505021088,11,0,0,0,0,11,48,0,0,0,0,51,87,5,6,0,0,109,79,21,14,0,0,117,88,28,16,0,0,129,69,20,10,0,0,99,47,15,12,0,0,79,40,17,12,0,0,72,33,24,12,0,0,71,31,12,12,0,0,50,5,0,0,0,0,14,0,6,7,0,0,9,0,0,0,0,0,3,546,158,106,11,3,818,281,0,3,0,0,283,194,0,6,0,0,199,79,0,9,0,0,91,31,4,6,0,0,45,22,3,5,0,0,29,20,0,4,0,0,23,16,7,8,0,0,32,13,5,12,0,0,28,12,8,8,3,0,34,13,3,9,0,0,31,12,7,10,0,0,28,9,7,11,4,0,28,5,4,0,0,0,11,710,52,89,8,6,863,41,0,4,0,3,51,28,0,0,0,0,26,1324,212,201,16,11,1767,12,0,0,0,0,12,73,0,4,0,0,73,120,4
505021089,24,0,0,0,0,24,94,0,3,0,0,100,129,10,4,0,0,147,134,22,14,0,0,172,157,34,24,0,3,220,115,45,33,0,0,188,113,37,27,4,0,182,109,40,23,0,0,172,91,24,21,0,0,148,64,16,11,0,0,95,23,8,10,0,0,38,3,8,3,0,0,16,0,0,6,0,0,6,1065,259,170,9,5,1504,171,0,3,0,0,177,149,3,3,0,0,159,61,0,11,0,0,70,44,6,3,0,0,48,32,4,4,0,0,46,19,8,7,0,0,35,27,5,8,5,0,33,15,10,9,0,0,44,28,6,17,3,0,51,24,15,15,3,0,59,18,12,21,0,0,52,18,8,10,5,0,41,8,7,4,0,0,20,614,75,119,17,8,826,55,4,11,0,0,72,29,4,4,0,4,38,1753,344,302,25,14,2447,32,0,0,0,0,32,151,0,0,0,0,151,192,4
505021090,10,0,0,0,0,10,15,0,0,0,0,16,29,7,7,0,0,40,40,11,17,0,0,61,49,25,14,0,7,92,14,15,12,0,0,41,16,10,13,0,0,38,14,8,14,0,0,35,13,7,8,4,0,35,20,6,0,3,0,29,5,4,3,0,0,15,0,0,0,0,0,6,0,3,0,0,0,3,231,90,91,6,11,426,40,0,0,0,0,40,29,0,8,0,0,43,24,0,13,0,0,31,16,4,11,0,0,29,20,4,18,0,0,39,8,4,11,0,0,21,13,0,11,0,0,21,9,0,12,0,4,22,6,3,9,0,0,20,6,3,4,0,0,11,9,4,10,0,0,15,0,0,6,0,0,11,0,0,6,0,0,0,177,18,98,10,3,311,6,3,0,0,0,12,18,0,4,0,3,20,428,111,196,16,12,774,0,0,0,0,0,0,31,0,4,0,0,34,52,6
505021091,154,0,0,0,0,154,760,7,9,0,4,775,1148,25,17,0,0,1195,1363,68,30,6,0,1470,1436,125,43,4,0,1605,1237,135,33,0,4,1412,1151,121,45,0,10,1323,1013,136,37,3,3,1192,865,124,32,0,0,1029,528,93,32,3,0,662,179,49,15,0,0,241,28,39,10,0,0,78,6,11,0,0,0,16,9870,931,304,26,29,11158,182,0,0,5,0,184,372,7,5,4,0,396,225,8,8,0,0,241,205,13,17,0,4,235,157,14,11,0,0,181,128,7,6,0,0,144,114,9,11,5,0,133,86,9,13,0,0,113,106,14,18,0,0,139,130,13,9,3,0,161,120,16,13,3,0,150,52,18,10,3,0,87,25,6,3,5,0,52,1895,142,136,28,11,2217,315,14,3,0,0,343,163,21,11,5,15,207,12248,1106,448,57,59,13923,38,0,0,0,0,38,512,0,4,0,5,521,818,3
505021092,11,0,0,0,0,11,47,0,0,0,0,46,83,5,5,0,0,99,78,14,21,0,0,108,55,25,23,5,0,110,40,15,13,4,0,69,37,30,16,0,0,73,23,22,19,3,0,66,27,17,13,0,0,57,12,15,6,0,0,35,10,13,8,0,0,29,4,4,0,0,0,6,0,3,0,0,0,4,424,156,121,14,0,719,104,0,6,0,0,106,78,0,4,0,0,85,59,6,8,0,0,69,35,6,13,0,0,49,18,6,4,0,0,30,14,7,9,0,0,26,11,3,3,0,0,21,15,4,10,4,0,33,3,8,16,0,0,33,13,12,12,0,0,31,6,4,14,0,0,31,8,9,5,0,0,18,3,8,3,0,0,17,370,76,100,11,6,556,23,5,4,0,0,34,14,5,5,0,0,23,831,232,234,22,9,1329,12,0,0,0,0,12,41,0,4,0,0,46,88,0
505021093,36,0,0,0,0,36,181,3,3,0,0,189,275,8,5,0,3,291,311,33,27,0,4,373,294,39,17,3,0,362,271,51,19,0,0,349,269,51,22,6,0,345,232,53,17,0,0,304,194,50,18,0,0,264,129,33,21,0,0,185,49,15,9,0,0,67,13,6,3,0,0,27,6,0,0,0,0,8,2258,351,163,15,9,2796,57,0,6,0,0,61,101,0,4,0,0,105,72,0,8,0,0,82,46,0,4,0,0,61,45,4,3,6,0,53,34,8,4,0,3,46,21,9,10,0,0,50,23,12,18,0,0,55,33,13,18,0,0,60,34,8,11,5,0,62,32,7,14,7,0,59,14,10,11,3,0,28,3,12,9,3,0,21,517,79,109,21,8,731,85,0,3,0,0,92,44,5,3,0,4,60,2904,436,281,37,21,3678,10,0,0,0,0,10,119,0,3,0,0,123,263,0
505021094,7,0,0,0,0,7,15,0,0,0,0,14,14,0,0,0,0,15,22,8,9,0,0,34,19,14,3,0,0,36,24,19,9,0,0,54,21,20,9,0,0,49,11,15,10,0,0,34,6,7,7,3,0,22,4,11,3,0,0,17,3,0,0,0,0,7,0,3,0,0,0,3,0,0,0,0,0,0,142,100,51,3,0,301,56,0,0,0,0,60,38,0,4,0,0,41,15,0,5,0,0,14,6,0,3,0,0,10,8,3,3,0,0,10,4,0,4,0,0,17,4,7,0,0,0,14,6,3,3,0,0,15,0,0,11,0,0,13,7,8,8,0,0,21,0,9,12,0,0,27,6,6,8,4,0,23,4,4,3,5,0,17,167,48,61,14,0,281,9,3,8,0,0,17,12,5,0,0,0,19,329,152,118,20,6,621,5,0,0,0,0,5,16,0,0,0,0,18,28,0
505021095,3,0,0,0,0,3,35,0,0,0,0,36,35,4,10,0,0,50,29,12,12,0,0,54,41,14,12,0,0,66,38,7,8,0,0,52,26,17,10,0,0,49,10,8,4,0,0,23,15,7,11,5,0,39,16,3,8,0,0,32,9,4,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,3,257,83,79,3,6,431,87,0,0,0,0,87,43,0,0,0,0,47,13,0,4,0,0,17,17,0,5,0,0,26,8,5,0,0,0,11,4,0,7,0,0,15,3,0,3,0,0,12,3,0,7,0,0,10,4,4,11,0,0,17,15,4,8,0,0,22,7,4,8,0,0,19,4,0,9,0,0,10,0,0,3,0,0,10,209,22,60,3,4,298,9,0,3,0,0,12,6,0,3,5,0,11,485,103,147,16,7,759,5,0,0,0,0,9,38,0,0,0,0,36,46,3
505021096,9,0,0,0,0,9,23,0,0,0,0,29,50,0,0,0,0,55,58,3,4,0,0,74,52,15,6,0,0,78,55,17,12,0,0,89,68,24,11,0,0,103,55,30,13,0,0,99,47,18,14,0,0,77,43,13,3,0,0,60,8,5,4,0,0,21,4,5,0,0,0,8,0,6,0,0,0,4,489,136,83,0,0,706,99,0,0,0,0,101,103,0,3,0,0,108,36,3,3,0,0,42,12,0,0,0,0,12,11,0,9,0,0,17,8,5,3,0,0,22,5,7,3,0,0,19,10,14,7,0,0,31,5,0,10,0,0,18,14,11,10,4,0,41,13,10,12,0,0,41,12,3,0,0,0,24,7,6,0,0,0,16,348,56,74,14,4,500,26,3,0,0,0,35,11,3,3,0,0,21,877,205,149,17,7,1252,6,0,0,0,0,6,21,0,0,0,0,21,81,3
505021097,8,0,0,0,0,8,22,0,0,0,0,25,49,6,8,0,0,64,64,18,6,0,0,90,43,24,18,0,0,85,59,18,7,0,0,78,36,18,8,0,0,60,41,13,17,0,0,77,33,23,7,0,0,67,16,10,11,0,4,45,15,8,3,0,0,32,5,5,4,0,0,10,0,4,0,0,0,0,396,143,93,3,4,642,74,0,0,0,0,80,69,0,0,0,0,68,39,5,6,0,0,50,25,3,3,4,0,34,19,0,7,0,0,27,26,3,6,0,0,38,12,0,9,0,0,15,15,3,15,3,0,34,7,5,12,0,0,29,11,3,11,3,0,36,10,6,7,0,0,28,6,13,3,0,0,25,0,5,0,0,0,18,320,49,94,12,0,479,24,0,5,0,0,33,24,4,6,0,3,33,766,192,191,22,10,1186,7,0,0,0,0,7,57,0,0,0,0,63,101,4
505021301,15,0,0,0,0,15,47,4,4,0,0,53,68,0,0,0,0,72,77,4,9,0,0,95,82,12,12,0,0,97,54,9,8,0,0,76,54,19,16,0,0,97,52,25,9,5,3,91,44,15,17,0,0,71,37,9,5,6,0,60,20,4,4,0,0,29,4,8,0,0,0,10,0,0,0,0,0,0,558,110,86,8,6,763,128,0,0,0,0,130,113,0,4,0,0,121,33,0,4,0,0,39,25,0,0,0,0,30,23,0,5,0,0,30,14,0,5,0,0,21,18,3,0,3,0,23,21,4,5,0,0,33,21,4,10,0,0,36,15,8,8,0,0,36,11,3,5,0,0,23,3,6,3,0,0,17,0,3,4,0,0,10,435,41,55,11,0,540,38,0,3,0,0,41,17,0,0,5,5,34,1046,151,148,21,8,1375,13,0,0,0,0,13,98,4,0,0,0,102,133,0
505021302,0,0,0,0,0,0,20,0,0,0,0,20,28,3,9,0,0,39,37,15,7,0,0,53,26,12,14,0,0,54,24,3,8,0,0,39,18,16,14,3,0,51,17,15,15,0,5,48,12,9,11,3,0,35,20,11,4,0,0,31,4,4,3,0,0,8,0,5,0,0,0,5,0,0,0,0,0,3,207,88,94,3,5,397,56,0,0,0,0,56,44,0,9,0,0,50,11,0,7,0,0,21,12,3,3,0,0,20,6,0,7,0,0,14,6,0,7,0,0,10,11,6,5,0,0,22,7,4,12,0,0,25,8,0,10,0,0,17,5,0,9,5,0,16,3,0,3,0,0,15,3,0,5,4,0,13,7,3,4,0,0,12,187,29,67,11,4,291,11,0,0,0,0,17,6,0,0,3,3,17,410,117,164,21,11,718,6,0,0,0,0,6,26,0,0,0,0,27,50,0
505031098,7,0,0,0,0,7,24,0,0,0,0,24,28,8,13,0,0,41,20,5,7,0,0,32,17,13,9,0,0,41,10,9,9,0,0,27,17,9,12,0,0,33,22,4,5,0,0,40,16,7,12,0,0,34,14,5,7,0,0,28,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,185,58,71,4,0,314,52,0,0,0,0,55,38,0,6,0,0,40,19,0,4,0,0,18,11,3,6,0,0,18,11,0,3,0,0,10,8,0,9,0,0,14,10,0,4,0,0,19,7,0,6,0,0,17,6,0,6,0,0,22,8,0,7,0,0,15,10,0,0,0,0,8,0,0,0,0,0,6,0,0,0,0,0,3,169,12,59,3,0,247,9,0,3,0,0,7,6,0,0,0,0,13,365,74,132,3,4,577,6,0,0,0,0,6,21,0,0,0,0,21,38,0
505031099,17,0,0,0,0,23,51,5,3,0,0,58,74,3,9,0,0,85,59,10,17,0,0,87,66,10,17,0,0,91,57,7,19,0,4,86,74,12,20,4,0,106,60,8,20,0,0,90,60,9,13,0,0,83,31,4,8,0,0,37,8,0,4,0,0,13,3,0,3,0,0,4,0,0,0,0,0,0,570,68,125,10,4,773,196,0,6,0,0,207,87,0,7,0,0,96,26,0,3,0,0,29,21,3,11,0,0,31,15,4,11,0,0,28,7,0,8,5,0,21,20,0,8,0,0,35,10,3,8,0,3,23,19,0,8,0,0,27,6,4,4,0,0,17,5,5,8,0,0,16,5,0,3,0,0,3,4,0,0,0,0,4,433,18,73,8,0,538,38,0,7,7,0,50,29,0,3,0,8,38,1068,87,211,18,13,1396,18,0,0,0,0,15,70,0,4,0,0,75,91,0
505031100,42,0,0,0,0,43,120,0,0,0,0,118,109,12,0,0,0,114,148,17,19,0,0,184,153,28,13,6,4,196,95,28,17,0,0,137,109,18,16,0,0,144,90,30,23,0,0,145,92,22,19,0,0,130,48,7,5,0,0,62,15,4,3,0,0,25,0,3,5,0,0,5,0,0,0,0,0,0,1021,166,120,5,11,1312,142,0,0,0,0,142,83,0,8,0,0,91,38,0,4,4,0,43,15,6,8,0,0,24,15,0,9,3,0,25,14,3,4,0,0,21,10,3,8,0,0,20,11,7,12,0,0,24,13,0,9,0,0,24,15,0,3,0,0,22,7,0,7,0,0,16,4,0,3,0,0,3,0,0,0,0,0,3,355,24,77,12,0,468,46,3,11,0,6,65,22,0,6,3,0,29,1443,191,211,18,15,1880,18,0,0,0,0,18,62,0,0,0,0,67,97,0
505031101,31,0,0,0,0,32,101,0,4,0,0,103,91,0,7,0,0,108,71,6,14,0,0,91,66,23,11,0,0,101,60,15,13,0,0,90,42,19,13,3,0,76,49,6,17,0,0,69,44,13,10,0,0,66,34,9,10,0,0,54,17,0,5,0,0,23,6,0,0,0,0,7,0,0,0,0,0,0,606,101,103,7,0,821,162,0,0,0,0,168,118,0,0,0,0,117,38,0,0,0,0,37,11,0,10,0,0,20,16,5,8,0,0,25,7,0,3,0,0,16,7,0,5,0,0,20,8,0,16,0,0,20,12,3,3,0,0,19,22,3,12,0,0,34,11,0,0,0,0,16,0,0,4,0,0,4,0,0,3,0,0,4,420,29,69,6,0,520,52,0,6,0,0,50,22,0,0,0,3,27,1090,124,177,11,12,1422,22,0,0,0,0,22,78,0,0,0,0,74,62,0
505031102,3,0,0,0,0,3,22,0,0,0,0,23,20,3,3,0,0,23,27,4,6,0,0,32,17,9,6,0,0,35,19,5,0,0,3,35,14,3,7,0,0,29,14,4,5,3,0,31,8,4,5,0,0,27,13,0,5,0,0,17,4,0,0,0,0,9,0,0,0,0,0,5,0,0,0,0,0,0,173,31,55,3,4,266,65,0,3,0,0,62,31,0,0,0,0,31,15,0,0,0,0,18,10,0,8,0,0,17,10,0,0,0,0,10,9,6,5,0,0,24,7,0,0,0,0,13,5,0,6,0,0,14,6,0,5,0,0,12,8,0,0,3,0,12,4,3,0,0,0,9,0,5,0,0,0,5,0,0,0,0,0,0,172,17,30,4,0,228,7,0,0,0,0,10,11,0,3,0,0,15,359,47,96,9,10,514,5,0,0,0,0,5,16,0,0,0,0,16,26,0
505031104,0,0,0,0,0,0,8,0,0,0,0,7,13,0,0,0,0,13,11,3,3,0,0,17,10,11,3,0,0,27,19,10,11,0,0,31,6,0,9,0,0,16,10,5,8,0,0,19,7,4,12,0,0,23,5,0,4,0,0,13,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,87,34,58,0,4,183,14,0,0,0,0,11,10,0,0,0,0,10,9,0,0,0,0,7,4,0,0,0,0,5,7,4,0,0,0,14,5,0,9,0,0,8,0,0,0,0,0,9,0,3,9,0,0,16,3,0,8,0,0,13,8,3,3,0,0,13,6,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,6,60,14,28,4,0,112,10,0,0,0,0,10,11,0,0,0,0,12,164,47,92,9,4,315,0,0,0,0,0,0,14,0,0,0,0,14,21,0
505031105,18,0,0,0,0,18,53,0,11,0,0,57,42,11,11,0,0,63,50,10,16,0,0,68,35,20,19,0,0,79,62,19,17,0,0,97,42,28,20,0,0,88,45,43,20,0,0,107,30,27,24,0,0,86,23,7,19,0,0,50,0,6,3,0,0,10,5,0,0,0,0,3,0,0,0,0,0,0,401,176,152,6,4,740,161,0,4,0,0,165,74,0,3,0,0,82,24,0,4,0,0,34,7,4,3,0,0,22,11,6,11,0,0,32,5,3,7,0,0,18,3,5,17,0,0,25,9,9,24,0,0,42,5,9,22,0,0,41,6,4,15,0,0,27,5,4,7,0,0,18,5,3,5,3,0,16,5,0,3,0,0,13,330,56,131,10,0,523,27,0,9,0,0,36,19,0,5,0,0,34,778,235,295,19,10,1335,13,0,0,0,0,15,70,0,6,0,0,80,68,6
